tractor_id,day,vibration_index,heat_index,oil_pressure,sensor_error_code
T-062,16,8.58,70.45,34.73,0
T-062,17,9.82,72.74,53.76,0
T-062,18,13.81,69.91,65.78,0
T-062,19,10.11,70.89,53.71,0
T-062,20,13.37,68.56,54.87,0
T-062,21,12.03,70.5,54.58,0
T-062,22,8.79,82.1,53.18,0
T-062,23,12.45,70.42,57.45,0
T-062,24,11.32,75.63,53.16,0
T-062,25,10.82,72.49,47.5,0
T-062,26,11.87,80.89,43.63,0
T-062,27,12.21,81.56,48.01,0
T-062,28,12.56,79.32,52.51,0
T-062,29,13.27,76.53,47.47,0
T-062,30,12.11,73.84,52.51,0
T-063,1,7.45,64.74,57.03,1
T-063,2,7.79,64.49,42.13,0
T-063,3,9.64,64.36,42.26,0
T-063,4,8.6,66.86,57.88,0
T-063,5,8.25,66.53,46.02,0
T-063,6,7.25,60.23,57.28,0
T-063,7,8.97,62.4,45.12,1
T-063,8,7.22,66.52,52.9,0
T-063,9,6.92,64.56,45.91,0
T-063,10,8.11,61.5,42.64,0
T-063,11,5.6,69.5,63.84,0
T-063,12,8.61,62.6,58.93,0
T-063,13,8.38,65.11,44.19,0
T-063,14,7.65,64.49,48.57,0
T-063,15,7.74,61.76,61.81,0
T-063,16,7.88,65.55,42.09,0
T-063,17,7.21,66.18,42.53,0
T-063,18,8.18,63.6,53.76,1
T-063,19,7.75,63.99,68.16,0
T-063,20,8.11,66.8,50.43,0
T-063,21,7.84,59.07,58.4,0
T-063,22,7.65,62.46,41.86,0
T-063,23,8.28,65.64,52.89,1
T-063,24,8.78,63.42,47.12,0
T-063,25,7.48,63.38,64.93,0
T-063,26,8.4,67.71,62.79,0
T-063,27,8.52,63.1,68.24,1
T-063,28,6.72,70.94,44.44,0
T-063,29,8.98,59.74,50.28,0
T-063,30,10.06,58.36,53.0,0
T-064,1,10.03,62.83,52.97,0
T-064,2,7.11,62.31,48.13,0
T-064,3,6.75,61.57,53.37,0
T-064,4,8.37,65.46,56.46,0
T-064,5,6.71,63.46,50.93,0
T-064,6,6.7,66.47,51.83,0
T-064,7,5.95,59.8,48.0,0
T-064,8,7.62,61.63,39.31,0
T-064,9,7.97,65.15,48.61,0
T-064,10,7.48,69.41,44.58,1
T-064,11,9.39,66.14,44.61,0
T-064,12,9.32,63.23,61.47,0
T-064,13,9.93,60.53,57.61,0
T-064,14,8.05,63.06,36.45,0
T-064,15,9.18,64.87,41.32,0
T-064,16,8.31,57.93,47.09,0
T-064,17,8.21,61.36,44.87,0
T-064,18,7.53,62.79,52.54,0
T-064,19,5.74,64.23,40.05,0
T-064,20,8.64,64.84,57.67,0
T-064,21,9.15,63.17,49.65,0
T-064,22,6.47,66.52,47.28,0
T-064,23,7.99,65.37,49.89,0
T-064,24,8.99,63.89,46.66,0
T-064,25,7.64,66.93,33.75,0
T-064,26,9.19,66.69,50.1,0
T-064,27,7.86,60.64,47.43,0
T-064,28,7.47,64.9,42.36,0
T-064,29,9.25,67.67,58.78,0
T-064,30,7.07,68.17,55.36,1
T-065,1,7.32,65.59,54.72,0
T-065,2,10.53,63.05,51.56,0
T-065,3,9.19,63.83,53.45,0
T-065,4,7.06,65.93,57.99,0
T-065,5,5.63,69.56,59.25,0
T-065,6,6.98,65.3,44.75,0
T-065,7,7.44,62.87,52.12,0
T-065,8,7.68,63.49,50.33,0
T-065,9,6.72,66.97,48.09,0
T-065,10,9.13,59.12,48.85,0
T-065,11,7.29,61.87,51.57,0
T-065,12,8.65,65.64,45.18,0
T-065,13,8.05,59.88,57.06,0
T-065,14,8.94,64.06,60.15,0
T-065,15,7.76,63.57,43.44,0
T-065,16,7.08,67.63,60.55,0
T-065,17,7.4,64.25,43.45,0
T-065,18,7.42,68.56,57.18,0
T-065,19,10.06,65.24,60.53,1
T-065,20,8.08,70.33,49.24,0
T-065,21,8.0,60.84,43.52,0
T-065,22,8.88,69.85,45.29,0
T-065,23,8.0,63.77,52.89,0
T-065,24,9.12,69.42,65.72,0
T-065,25,7.63,68.56,36.46,0
T-065,26,7.53,56.44,50.8,0
T-065,27,7.02,66.44,49.3,0
T-065,28,9.85,67.99,46.35,0
T-065,29,7.93,68.99,49.35,0
T-065,30,6.83,61.47,45.66,0
T-066,1,8.05,65.58,50.94,0
T-066,2,8.13,65.18,51.21,0
T-066,3,7.04,65.32,45.37,0
T-066,4,10.32,63.09,42.83,0
T-066,5,6.59,64.83,46.41,0
T-066,6,6.7,68.38,51.87,2
T-066,7,9.31,65.34,54.79,0
T-066,8,8.71,62.62,56.83,0
T-066,9,6.97,62.22,46.05,0
T-066,10,8.61,63.65,52.27,0
T-066,11,9.47,65.22,57.7,0
T-066,12,7.97,68.58,59.32,0
T-066,13,10.6,60.98,49.53,0
T-066,14,6.28,64.04,48.23,0
T-066,15,8.69,65.43,51.53,0
T-066,16,9.17,59.5,40.8,0
T-066,17,8.89,62.5,48.45,0
T-066,18,7.8,62.96,55.96,0
T-066,19,7.71,62.61,55.14,0
T-066,20,8.44,65.58,47.84,0
T-066,21,8.82,64.52,51.74,0
T-066,22,8.6,63.33,43.4,0
T-066,23,9.04,66.28,55.63,0
T-066,24,6.98,70.17,49.38,0
T-066,25,7.77,69.92,47.79,0
T-066,26,7.06,59.23,47.11,0
T-066,27,7.61,66.73,49.5,0
T-066,28,9.02,64.47,46.42,0
T-066,29,8.11,65.47,55.27,0
T-066,30,10.61,63.81,46.84,0
T-067,1,11.1,75.76,39.24,0
T-067,2,13.59,71.15,52.87,0
T-067,3,13.23,74.89,50.28,0
T-067,4,10.09,78.31,35.9,0
T-067,5,12.37,77.27,50.55,0
T-067,6,12.4,71.15,52.26,2
T-067,7,12.29,67.12,44.76,0
T-067,8,12.1,72.96,41.9,0
T-067,9,12.45,80.55,53.94,0
T-067,10,13.75,79.27,52.9,0
T-067,11,10.67,77.05,51.81,0
T-067,12,10.14,74.15,50.07,0
T-067,13,12.67,72.42,45.47,0
T-067,14,8.67,74.24,68.18,0
T-067,15,12.48,78.91,47.61,0
T-067,16,12.22,80.05,43.08,0
T-067,17,7.98,73.69,50.44,0
T-067,18,10.55,87.68,48.55,0
T-067,19,13.86,75.46,47.43,0
T-067,20,9.31,73.27,64.99,0
T-067,21,11.82,82.38,40.96,0
T-067,22,9.99,64.81,50.3,0
T-067,23,10.44,77.4,41.5,0
T-067,24,14.37,74.64,45.67,0
T-067,25,11.69,82.24,63.89,0
T-067,26,12.28,78.02,52.25,0
T-067,27,11.33,75.7,52.15,0
T-067,28,9.23,78.31,42.48,0
T-067,29,9.72,69.72,46.6,1
T-067,30,13.27,79.83,64.58,1
T-068,1,9.6,64.9,46.68,0
T-068,2,8.64,63.49,62.02,0
T-068,3,7.35,64.48,61.29,0
T-068,4,7.49,67.14,56.28,0
T-068,5,8.08,68.83,47.39,0
T-068,6,8.32,66.71,65.88,0
T-068,7,7.01,65.31,37.58,0
T-068,8,8.72,69.49,38.77,0
T-068,9,8.09,64.06,49.33,1
T-068,10,6.28,68.09,68.03,0
T-068,11,7.07,64.14,48.38,0
T-068,12,7.5,66.29,48.53,0
T-068,13,7.93,64.66,38.46,0
T-068,14,9.89,64.83,57.57,0
T-068,15,8.24,63.87,57.63,0
T-068,16,7.16,69.03,56.31,0
T-068,17,8.22,62.8,44.97,0
T-068,18,7.65,62.78,44.35,0
T-068,19,8.32,71.36,39.66,0
T-068,20,8.58,67.93,50.67,0
T-068,21,9.21,57.84,41.36,0
T-068,22,7.98,63.3,40.58,0
T-068,23,9.64,59.56,46.61,0
T-068,24,8.91,62.15,46.09,0
T-068,25,7.29,55.58,45.7,0
T-068,26,10.21,64.59,53.73,0
T-068,27,8.33,61.57,50.63,0
T-068,28,7.16,65.18,47.69,0
T-068,29,9.65,60.12,51.46,0
T-068,30,10.08,65.25,42.07,0
T-069,1,12.31,82.28,61.15,0
T-069,2,14.56,86.03,46.98,0
T-069,3,13.69,89.81,45.29,0
T-069,4,15.0,86.98,57.38,0
T-069,5,15.54,73.83,35.75,0
T-069,6,14.07,90.9,53.44,0
T-069,7,12.18,88.14,37.4,1
T-069,8,15.96,88.56,59.78,0
T-069,9,13.11,77.85,47.98,0
T-069,10,12.76,85.91,49.27,0
T-069,11,14.79,90.06,44.21,0
T-069,12,10.64,79.72,37.34,0
T-069,13,15.28,81.28,60.13,0
T-069,14,14.89,90.16,48.63,0
T-069,15,16.74,81.0,75.67,0
T-069,16,13.5,83.75,43.52,0
T-069,17,17.15,78.79,44.83,0
T-069,18,15.56,95.92,42.82,0
T-069,19,14.45,88.12,48.59,0
T-069,20,18.13,83.47,62.6,0
T-069,21,14.69,82.35,58.08,0
T-069,22,13.46,77.63,37.96,0
T-069,23,14.75,84.34,59.63,0
T-069,24,13.42,88.99,55.46,0
T-069,25,15.25,80.14,53.85,0
T-069,26,17.14,85.63,44.53,0
T-069,27,14.48,82.8,45.12,0
T-069,28,14.68,93.28,51.1,0
T-069,29,16.1,81.18,45.57,0
T-069,30,16.87,89.66,60.5,1
T-070,1,14.81,73.77,47.41,0
T-070,2,11.62,78.68,52.15,0
T-070,3,5.75,75.03,45.85,0
T-070,4,13.36,65.76,63.75,0
T-070,5,10.69,64.78,48.49,0
T-070,6,10.3,72.11,49.31,0
T-070,7,10.9,80.28,32.27,0
T-070,8,10.83,78.94,48.44,0
T-070,9,12.42,79.57,56.69,0
T-070,10,9.16,70.06,41.46,0
T-070,11,9.88,83.08,43.99,0
T-070,12,12.01,70.18,56.34,0
T-070,13,12.43,76.06,38.19,0
T-070,14,12.46,74.95,58.46,0
T-070,15,10.32,74.13,45.74,0
T-070,16,10.03,81.69,46.89,0
T-070,17,10.74,71.47,41.01,0
T-070,18,11.86,68.25,53.02,0
T-070,19,13.73,75.1,69.68,0
T-070,20,8.43,73.0,56.25,0
T-070,21,11.17,91.89,43.09,1
T-070,22,9.5,78.38,59.08,0
T-070,23,9.02,72.95,47.47,0
T-070,24,12.95,69.72,61.0,0
T-070,25,12.32,65.6,56.45,0
T-070,26,12.17,69.87,26.45,0
T-070,27,12.88,75.57,41.97,0
T-070,28,10.78,82.14,57.56,0
T-070,29,10.85,80.61,51.21,0
T-070,30,14.78,76.15,41.81,0
T-071,1,7.48,67.78,46.52,2
T-071,2,7.09,66.19,60.18,0
T-071,3,9.14,62.41,49.97,0
T-071,4,6.72,63.26,56.06,0
T-071,5,7.9,67.51,46.95,0
T-071,6,10.36,64.23,50.47,0
T-071,7,7.48,61.28,37.23,0
T-071,8,6.73,64.75,43.31,0
T-071,9,6.23,61.74,48.34,0
T-071,10,10.4,62.88,50.8,0
T-071,11,8.35,64.85,71.45,0
T-071,12,7.13,68.17,46.94,0
T-071,13,7.81,71.07,38.99,0
T-071,14,7.34,69.09,63.62,0
T-071,15,6.14,64.78,58.63,0
T-071,16,8.79,71.77,40.75,0
T-071,17,8.03,66.67,53.72,0
T-071,18,8.7,62.06,56.68,0
T-071,19,8.01,65.28,51.31,0
T-071,20,8.13,63.03,52.61,0
T-071,21,5.77,61.26,44.94,0
T-071,22,8.91,61.48,54.03,0
T-071,23,6.91,64.56,46.07,0
T-071,24,7.17,67.26,28.84,0
T-071,25,7.47,68.2,51.57,0
T-071,26,5.94,61.27,36.59,0
T-071,27,7.42,64.09,58.11,0
T-071,28,7.35,66.46,40.95,0
T-071,29,7.62,65.46,30.38,0
T-071,30,6.3,67.08,35.85,0
T-072,1,7.8,60.14,41.31,0
T-072,2,6.18,60.98,54.01,0
T-072,3,7.57,61.11,43.77,0
T-072,4,9.66,64.47,59.69,0
T-072,5,7.6,60.81,49.2,0
T-072,6,6.16,69.14,50.37,0
T-072,7,8.81,66.31,63.05,0
T-072,8,7.07,66.8,44.14,0
T-072,9,8.21,60.23,55.48,0
T-072,10,7.83,68.88,44.93,0
T-072,11,9.76,66.95,59.57,1
T-072,12,7.83,62.95,64.29,2
T-072,13,6.86,60.37,47.9,0
T-072,14,7.53,64.77,32.45,0
T-072,15,6.77,63.6,44.49,0
T-072,16,7.79,63.73,69.46,0
T-072,17,9.77,62.88,45.26,0
T-072,18,9.25,67.16,64.17,0
T-072,19,10.04,57.2,45.15,0
T-072,20,8.48,69.29,44.95,0
T-072,21,8.14,67.99,56.23,0
T-072,22,7.0,65.63,55.27,0
T-072,23,8.27,64.57,56.82,0
T-072,24,7.87,68.25,50.04,0
T-072,25,8.78,64.87,58.27,0
T-072,26,6.88,64.16,57.69,0
T-072,27,8.05,68.42,59.19,0
T-072,28,6.43,71.28,45.01,0
T-072,29,8.34,62.09,58.27,0
T-072,30,8.68,66.27,45.83,1
T-073,1,11.65,77.87,43.28,2
T-073,2,14.74,69.2,46.04,0
T-073,3,9.91,74.52,54.7,0
T-073,4,10.71,81.02,51.61,0
T-073,5,11.59,70.63,47.37,0
T-073,6,12.31,79.14,47.16,0
T-073,7,8.52,73.34,60.67,1
T-073,8,13.46,80.82,47.69,0
T-073,9,13.44,83.74,41.83,0
T-073,10,10.86,64.96,43.16,0
T-073,11,15.56,68.31,55.36,0
T-073,12,13.34,72.81,68.05,0
T-073,13,13.26,82.33,45.81,0
T-073,14,13.28,77.66,67.19,0
T-073,15,13.24,68.78,49.91,0
T-073,16,11.47,78.39,47.76,0
T-073,17,11.32,70.43,42.72,0
T-073,18,10.08,79.35,48.42,0
T-073,19,10.63,77.69,43.95,0
T-073,20,11.03,70.41,43.31,0
T-073,21,11.6,74.67,36.78,0
T-073,22,13.9,81.12,64.13,0
T-073,23,8.35,65.54,58.52,0
T-073,24,13.52,76.51,52.17,0
T-073,25,9.98,69.47,48.85,0
T-073,26,11.34,74.92,49.96,0
T-073,27,10.41,77.29,43.78,0
T-073,28,14.28,85.07,40.93,0
T-073,29,10.75,74.87,55.74,0
T-073,30,12.28,82.33,47.9,0
T-074,1,12.69,77.65,52.22,0
T-074,2,14.0,74.4,52.56,2
T-074,3,11.01,74.83,48.89,0
T-074,4,12.79,79.53,46.98,0
T-074,5,10.03,86.73,75.26,0
T-074,6,10.47,68.0,57.25,0
T-074,7,12.08,74.48,53.31,0
T-074,8,12.7,69.1,48.13,0
T-074,9,13.18,82.96,46.39,0
T-074,10,13.85,72.06,48.95,0
T-074,11,11.4,67.78,52.34,0
T-074,12,13.29,78.19,34.96,0
T-074,13,10.99,83.72,37.44,0
T-074,14,12.85,78.32,44.9,0
T-074,15,11.81,76.02,51.66,0
T-074,16,12.17,77.05,48.09,0
T-074,17,12.14,82.07,61.82,0
T-074,18,9.09,70.63,38.14,0
T-074,19,9.81,74.44,43.99,0
T-074,20,11.65,72.74,62.16,0
T-074,21,8.97,69.16,51.05,0
T-074,22,12.75,73.36,57.08,0
T-074,23,12.81,80.54,66.41,0
T-074,24,11.99,77.83,44.45,0
T-074,25,9.82,78.22,49.21,0
T-074,26,13.57,75.73,47.82,0
T-074,27,14.56,77.62,34.36,0
T-074,28,11.72,71.0,47.52,0
T-074,29,12.27,73.45,57.05,0
T-074,30,11.8,75.96,54.32,0
T-075,1,13.05,75.87,44.44,0
T-075,2,11.12,71.98,57.96,0
T-075,3,11.26,84.13,68.93,0
T-075,4,12.38,68.8,51.95,0
T-075,5,9.06,71.88,54.44,0
T-075,6,10.97,69.4,55.42,0
T-075,7,9.7,85.21,37.16,0
T-075,8,13.64,81.76,46.71,1
T-075,9,10.95,67.89,45.89,0
T-075,10,11.91,70.87,56.68,0
T-075,11,11.17,71.04,55.75,0
T-075,12,11.07,72.25,49.03,1
T-075,13,11.82,69.79,45.41,2
T-075,14,10.4,71.97,36.51,0
T-075,15,11.2,80.02,49.88,0
T-075,16,11.19,84.73,42.36,0
T-075,17,10.87,67.28,41.37,0
T-075,18,12.09,69.79,57.41,0
T-075,19,10.83,76.07,56.58,0
T-075,20,13.92,67.1,46.09,0
T-075,21,12.44,76.2,37.45,0
T-075,22,9.48,77.7,43.39,0
T-075,23,12.33,78.5,57.95,0
T-075,24,10.47,77.56,53.74,0
T-075,25,11.7,72.32,46.23,0
T-075,26,10.4,74.09,50.47,0
T-075,27,8.21,69.1,33.4,0
T-075,28,11.47,77.32,32.8,0
T-075,29,9.35,83.02,65.82,0
T-075,30,12.13,77.31,54.05,0
T-076,1,11.7,75.66,39.32,0
T-076,2,10.22,77.86,44.65,0
T-076,3,9.9,67.69,45.5,0
T-076,4,10.03,77.16,62.84,0
T-076,5,13.31,72.14,55.89,0
T-076,6,12.1,65.72,44.9,0
T-076,7,10.31,71.25,56.47,0
T-076,8,12.81,77.57,48.96,0
T-076,9,10.39,65.93,63.08,0
T-076,10,8.57,78.19,47.33,0
T-076,11,12.55,76.42,37.69,0
T-076,12,13.97,73.73,48.51,0
T-076,13,12.34,66.82,47.33,0
T-076,14,8.67,67.23,39.25,0
T-076,15,11.46,73.01,54.69,0
T-076,16,11.09,69.38,61.4,0
T-076,17,12.07,73.33,41.02,0
T-076,18,10.23,79.53,57.78,0
T-076,19,11.0,73.63,45.15,0
T-076,20,9.37,73.5,49.8,0
T-076,21,11.83,73.5,48.96,0
T-076,22,9.43,80.07,49.8,0
T-076,23,12.16,81.47,53.78,0
T-076,24,10.37,77.11,41.81,1
T-076,25,6.79,75.68,60.35,0
T-076,26,12.69,76.15,54.03,0
T-076,27,12.24,82.14,56.68,0
T-076,28,13.53,77.38,43.76,0
T-076,29,8.36,82.61,41.08,0
T-076,30,10.52,72.9,59.46,0
T-077,1,6.05,65.95,49.9,0
T-077,2,7.42,64.52,54.29,0
T-077,3,7.7,61.61,49.16,0
T-077,4,8.25,67.62,42.09,0
T-077,5,8.11,67.94,51.3,0
T-077,6,8.37,66.22,33.73,0
T-077,7,7.82,68.51,47.4,0
T-077,8,8.96,63.95,56.81,0
T-077,9,8.69,65.97,57.24,0
T-077,10,7.71,63.96,19.92,0
T-077,11,8.84,60.48,48.46,0
T-077,12,10.07,65.66,54.79,0
T-077,13,7.33,65.48,40.59,0
T-077,14,9.68,64.91,47.02,0
T-077,15,7.42,66.12,59.66,0
T-077,16,9.41,69.24,46.13,0
T-077,17,7.45,64.39,62.79,0
T-077,18,8.77,62.13,44.07,0
T-077,19,8.18,64.26,61.28,0
T-077,20,6.21,64.59,50.27,0
T-077,21,9.92,67.95,42.97,0
T-077,22,7.1,65.32,61.31,0
T-077,23,6.73,61.56,40.35,0
T-077,24,7.36,67.42,43.63,0
T-077,25,10.53,66.94,53.92,0
T-077,26,6.75,65.32,50.65,0
T-077,27,8.18,67.84,52.19,0
T-077,28,6.88,68.35,47.05,0
T-077,29,7.05,63.87,40.4,0
T-077,30,6.4,62.3,44.78,0
T-078,1,8.0,61.7,63.31,1
T-078,2,7.82,65.13,46.19,0
T-078,3,8.25,66.89,46.08,0
T-078,4,7.61,61.55,47.74,0
T-078,5,7.57,68.31,41.03,0
T-078,6,6.3,63.87,36.36,0
T-078,7,7.75,68.77,58.42,0
T-078,8,7.52,63.4,35.26,0
T-078,9,7.48,61.92,51.98,0
T-078,10,8.42,63.63,57.09,0
T-078,11,8.66,64.71,38.39,0
T-078,12,8.23,63.83,42.61,0
T-078,13,9.0,64.35,59.71,0
T-078,14,8.58,66.0,54.26,0
T-078,15,7.7,64.49,45.06,0
T-078,16,7.54,64.8,59.62,0
T-078,17,8.31,59.87,59.65,0
T-078,18,8.57,66.18,52.15,0
T-078,19,9.4,64.73,42.8,0
T-078,20,9.19,69.83,46.69,0
T-078,21,7.46,62.18,52.29,0
T-078,22,7.9,59.58,48.49,0
T-078,23,8.67,66.85,57.51,1
T-078,24,9.07,66.04,37.76,2
T-078,25,8.94,61.97,38.05,0
T-078,26,7.94,60.41,51.45,0
T-078,27,6.75,69.61,46.07,0
T-078,28,7.0,69.24,44.98,0
T-078,29,8.27,57.54,35.86,0
T-078,30,8.34,63.63,50.16,0
T-079,1,8.84,65.08,41.82,0
T-079,2,6.71,67.05,42.29,0
T-079,3,8.06,66.04,55.74,0
T-079,4,6.88,67.74,52.42,0
T-079,5,7.39,70.92,57.12,0
T-079,6,8.49,63.08,70.25,0
T-079,7,8.81,66.83,54.0,0
T-079,8,8.79,65.96,43.7,0
T-079,9,8.24,65.06,58.28,0
T-079,10,9.28,66.82,43.55,0
T-079,11,7.39,64.2,63.99,0
T-079,12,7.61,65.97,34.23,1
T-079,13,5.41,61.08,45.63,0
T-079,14,7.91,63.38,54.98,0
T-079,15,8.58,68.14,59.42,0
T-079,16,8.29,68.03,44.58,0
T-079,17,7.38,65.78,43.13,1
T-079,18,8.84,63.64,51.19,0
T-079,19,7.93,67.48,65.27,0
T-079,20,8.77,68.71,37.69,0
T-079,21,8.49,63.76,47.49,0
T-079,22,9.42,60.63,52.08,0
T-079,23,8.34,66.35,43.63,0
T-079,24,8.61,67.74,43.6,0
T-079,25,7.92,66.76,48.13,0
T-079,26,7.5,69.7,52.34,0
T-079,27,8.49,69.71,48.44,0
T-079,28,9.5,64.08,61.72,0
T-079,29,7.38,65.6,54.74,2
T-079,30,7.75,63.51,53.07,0
T-080,1,13.64,74.4,52.34,0
T-080,2,13.62,82.57,52.24,0
T-080,3,11.46,73.91,52.34,0
T-080,4,11.71,74.84,50.92,0
T-080,5,13.17,75.85,56.95,0
T-080,6,9.25,78.51,50.18,0
T-080,7,11.02,78.18,42.18,0
T-080,8,13.5,72.62,45.1,0
T-080,9,12.96,72.34,34.17,0
T-080,10,12.05,78.2,66.21,0
T-080,11,9.24,78.58,56.9,0
T-080,12,11.43,73.03,43.36,1
T-080,13,10.62,67.06,47.75,1
T-080,14,12.0,73.96,44.9,0
T-080,15,10.29,78.12,62.34,0
T-080,16,9.96,84.03,38.64,0
T-080,17,8.4,69.01,50.92,0
T-080,18,13.33,72.87,49.13,0
T-080,19,10.9,73.05,56.61,0
T-080,20,11.74,81.78,49.17,0
T-080,21,11.5,74.83,35.93,0
T-080,22,9.9,70.46,47.99,0
T-080,23,9.61,77.79,42.22,0
T-080,24,9.99,72.98,50.64,0
T-080,25,10.42,68.88,61.47,0
T-080,26,12.05,70.54,36.08,1
T-080,27,10.31,83.67,43.6,0
T-080,28,14.12,76.92,45.58,0
T-080,29,13.04,75.54,46.95,0
T-080,30,12.71,73.75,55.92,0
T-081,1,6.94,68.84,48.84,0
T-081,2,8.84,58.85,46.53,0
T-081,3,7.93,65.73,48.63,0
T-081,4,7.85,65.21,42.28,0
T-081,5,8.69,64.6,40.93,0
T-081,6,8.78,62.88,58.04,0
T-081,7,7.4,64.55,48.36,0
T-081,8,7.42,60.1,59.21,0
T-081,9,7.38,65.62,54.77,0
T-081,10,10.11,66.16,52.5,0
T-081,11,9.48,62.89,44.32,1
T-081,12,8.71,70.82,40.31,0
T-081,13,7.62,64.64,46.34,0
T-081,14,7.74,65.13,62.26,0
T-081,15,8.36,69.01,57.11,0
T-081,16,10.21,71.43,45.6,0
T-081,17,8.29,61.63,46.44,0
T-081,18,8.51,63.27,42.57,0
T-081,19,5.45,64.69,37.62,0
T-081,20,8.26,62.77,50.81,0
T-081,21,6.61,67.54,63.8,0
T-081,22,7.51,62.44,63.9,0
T-081,23,8.05,68.8,54.86,0
T-081,24,7.7,66.87,45.18,0
T-081,25,7.36,68.49,38.4,0
T-081,26,7.37,62.45,58.38,1
T-081,27,7.79,63.85,53.58,0
T-081,28,7.75,67.69,47.47,0
T-081,29,8.02,67.15,46.13,0
T-081,30,7.95,64.14,54.8,0
T-082,1,8.33,59.52,61.37,0
T-082,2,9.59,68.01,51.34,2
T-082,3,6.63,66.76,36.71,0
T-082,4,6.61,60.97,56.86,0
T-082,5,7.84,65.78,60.8,0
T-082,6,8.06,65.01,69.69,0
T-082,7,7.65,63.65,61.61,0
T-082,8,10.46,56.29,46.08,0
T-082,9,7.69,63.02,51.5,0
T-082,10,7.45,65.91,47.83,1
T-082,11,8.12,63.35,46.75,0
T-082,12,8.97,64.33,49.09,0
T-082,13,7.27,69.49,60.29,0
T-082,14,7.85,64.77,37.29,0
T-082,15,9.0,58.71,41.98,0
T-082,16,9.05,64.45,59.76,0
T-082,17,8.22,65.3,61.63,1
T-082,18,10.42,62.52,44.72,0
T-082,19,9.98,67.2,63.21,0
T-082,20,6.59,60.61,57.81,0
T-082,21,6.31,64.59,47.86,0
T-082,22,8.8,60.58,30.52,0
T-082,23,9.37,64.11,36.66,0
T-082,24,7.78,67.12,44.73,0
T-082,25,7.5,64.51,56.08,0
T-082,26,7.18,64.34,56.1,0
T-082,27,6.83,65.08,46.27,0
T-082,28,9.14,65.23,48.15,0
T-082,29,7.62,67.08,49.74,1
T-082,30,8.3,67.1,48.25,0
T-083,1,7.41,65.99,44.1,0
T-083,2,8.19,63.88,52.88,0
T-083,3,8.56,69.42,51.41,0
T-083,4,6.38,63.67,41.85,0
T-083,5,9.01,65.27,44.42,0
T-083,6,9.31,66.79,38.07,0
T-083,7,8.55,67.87,40.38,0
T-083,8,7.07,69.44,47.03,0
T-083,9,7.67,64.3,57.9,0
T-083,10,9.18,63.8,58.91,0
T-083,11,7.02,59.26,64.67,0
T-083,12,8.63,71.13,53.39,0
T-083,13,7.95,66.08,51.51,0
T-083,14,8.16,67.26,53.96,0
T-083,15,7.16,66.67,53.88,0
T-083,16,8.33,65.15,37.07,0
T-083,17,8.26,66.05,65.11,1
T-083,18,6.49,63.32,34.55,0
T-083,19,8.0,64.09,59.19,0
T-083,20,8.61,62.15,50.45,0
T-083,21,7.61,69.67,41.28,0
T-083,22,5.55,66.68,54.25,0
T-083,23,7.89,70.93,49.05,0
T-083,24,9.47,71.89,44.54,0
T-083,25,7.66,60.79,38.95,0
T-083,26,9.43,67.96,38.28,0
T-083,27,7.19,60.93,45.11,0
T-083,28,6.84,65.53,46.9,0
T-083,29,7.99,65.94,40.32,0
T-083,30,7.18,61.14,50.31,0
T-084,1,6.89,65.18,57.48,0
T-084,2,9.33,61.32,52.96,0
T-084,3,7.45,64.04,41.06,0
T-084,4,6.75,69.17,49.67,0
T-084,5,7.57,65.96,57.76,1
T-084,6,7.76,64.94,39.93,0
T-084,7,8.27,70.69,55.09,0
T-084,8,8.25,60.92,68.58,0
T-084,9,7.17,61.67,58.49,0
T-084,10,8.69,70.14,61.31,0
T-084,11,7.36,65.14,51.75,0
T-084,12,7.84,64.27,57.74,0
T-084,13,8.69,61.4,44.26,0
T-084,14,7.36,66.34,56.37,0
T-084,15,7.43,66.63,55.24,0
T-084,16,8.59,61.72,52.32,0
T-084,17,7.14,64.58,60.53,0
T-084,18,7.62,63.99,45.69,0
T-084,19,8.56,65.77,48.5,0
T-084,20,10.05,61.64,50.76,0
T-084,21,8.61,68.76,41.76,0
T-084,22,8.47,67.75,51.82,0
T-084,23,8.53,63.91,36.25,0
T-084,24,6.93,64.35,58.38,0
T-084,25,8.12,64.59,50.37,0
T-084,26,7.97,62.67,45.83,0
T-084,27,8.32,63.67,43.33,0
T-084,28,8.12,64.19,48.12,0
T-084,29,8.38,69.84,55.51,0
T-084,30,7.69,67.84,54.38,0
T-085,1,8.01,65.56,55.57,0
T-085,2,8.33,65.57,42.65,0
T-085,3,8.29,65.03,64.46,0
T-085,4,9.23,67.43,54.43,0
T-085,5,8.38,63.29,47.34,0
T-085,6,8.65,60.63,45.93,1
T-085,7,8.89,66.93,47.52,0
T-085,8,9.96,66.13,41.85,0
T-085,9,7.41,68.97,57.91,0
T-085,10,9.63,57.72,42.67,1
T-085,11,10.47,64.7,52.32,0
T-085,12,7.48,65.32,46.4,0
T-085,13,7.78,60.47,55.37,0
T-085,14,7.57,64.74,56.45,0
T-085,15,8.66,68.56,44.85,0
T-085,16,6.14,71.26,49.73,0
T-085,17,7.5,67.95,38.45,0
T-085,18,7.73,64.03,63.6,0
T-085,19,7.64,68.78,58.54,0
T-085,20,7.63,67.73,38.84,0
T-085,21,7.51,63.55,43.06,0
T-085,22,8.78,63.25,48.92,0
T-085,23,8.54,64.49,50.31,0
