Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Parental_Education,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Access_to_Resources,Peer_Study_Group,Health_Metrics
S00540,23,Other,10,Kinesthetic,17,Yes,56,42,75,Yes,Medium,12,10,D,High School,46122.0,22,31,29,False,True,Average
S00541,22,Male,37,Auditory,7,No,90,68,73,No,Medium,20,6,C,Bachelor's,54518.0,13,42,9,False,False,Average
S00542,22,Male,18,Auditory,13,Yes,93,100,90,Yes,Medium,6,5,A,Master's,95177.45,19,14,11,True,True,Poor
S00543,27,Female,9,Reading/Writing,17,No,55,56,65,Yes,Medium,1,5,C,Bachelor's,67355.0,22,42,26,False,False,Poor
S00544,24,Female,33,Auditory,1,Yes,55,68,69,Yes,Medium,8,5,C,Bachelor's,61539.0,14,37,11,False,True,Poor
S00545,21,Female,43,Reading/Writing,18,Yes,93,60,54,Yes,High,10,5,C,Bachelor's,55427.0,11,37,8,False,True,Poor
S00546,29,Male,33,Kinesthetic,18,Yes,83,62,59,Yes,Medium,2,9,C,Bachelor's,59324.0,14,103,12,True,True,Average
S00547,29,Male,9,Reading/Writing,20,No,59,96,83,No,Medium,10,6,A,Master's,122087.45,22,10,16,True,False,Average
S00548,18,Male,35,Kinesthetic,7,No,96,61,99,Yes,Medium,23,10,C,Bachelor's,63294.0,14,71,11,False,True,Average
S00549,21,Female,13,Visual,0,Yes,78,91,65,No,Medium,28,5,A,Master's,108235.7,21,121,15,False,True,Poor
S00550,23,Male,43,Kinesthetic,3,Yes,66,97,67,No,High,2,10,A,Master's,130032.79999999999,11,64,0,False,False,Poor
S00551,19,Male,31,Kinesthetic,10,No,98,41,75,Yes,Medium,7,7,D,High School,28857.0,15,99,18,False,False,Average
S00552,26,Female,10,Kinesthetic,13,No,54,73,70,Yes,High,0,7,B,Master's,112670.09999999999,22,88,21,False,False,Poor
S00553,23,Female,22,Kinesthetic,14,Yes,53,97,62,Yes,Medium,17,5,A,Master's,120981.15,18,163,9,True,True,Poor
S00554,19,Male,34,Auditory,13,Yes,76,94,65,Yes,High,15,5,A,Master's,127946.7,14,177,4,False,True,Poor
S00555,20,Male,23,Auditory,12,Yes,75,96,65,Yes,Low,28,7,A,PhD,206945.94999999998,18,64,9,True,True,Average
S00556,25,Female,31,Auditory,9,No,67,58,79,Yes,Medium,19,5,C,Bachelor's,76837.0,15,112,14,True,False,Poor
S00557,27,Female,20,Reading/Writing,4,Yes,62,90,99,Yes,Medium,10,4,A,Master's,110113.65,19,78,12,True,True,Poor
S00558,19,Male,5,Kinesthetic,2,No,69,44,63,Yes,Low,30,6,D,High School,41496.0,24,133,31,False,False,Average
S00559,25,Female,7,Visual,13,Yes,67,67,79,Yes,Medium,3,6,C,Bachelor's,78553.0,23,64,24,False,False,Average
S00560,21,Female,29,Kinesthetic,3,No,82,81,53,Yes,Low,21,4,B,Master's,122647.49999999999,16,106,9,True,False,Poor
S00561,25,Male,37,Auditory,10,No,75,78,65,Yes,High,18,8,B,Master's,109593.84999999999,13,165,6,True,False,Poor
S00562,22,Male,45,Auditory,0,Yes,81,95,76,No,Low,8,7,A,Master's,95231.49999999999,10,24,0,True,True,Average
S00563,29,Female,48,Reading/Writing,20,No,58,96,76,No,Low,4,9,A,PhD,221418.69999999998,9,89,0,True,False,Excellent
S00564,22,Other,42,Visual,14,No,69,61,83,No,Low,29,7,C,Bachelor's,51912.0,11,103,8,True,False,Average
S00565,29,Female,33,Auditory,11,No,75,83,89,Yes,High,6,8,B,Master's,100028.15,14,32,7,True,False,Poor
S00566,20,Male,37,Auditory,0,No,95,70,56,Yes,Medium,17,9,B,Master's,108781.95,13,69,8,True,False,Average
S00567,28,Female,29,Visual,6,Yes,68,53,95,Yes,Medium,19,8,D,High School,28932.0,16,23,16,False,True,Average
S00568,27,Male,26,Kinesthetic,0,Yes,75,52,67,Yes,Low,14,8,D,High School,25882.0,17,49,19,False,True,Excellent
S00569,24,Male,16,Kinesthetic,10,No,58,79,55,No,Low,1,8,B,Master's,100242.04999999999,20,21,17,True,False,Excellent
S00570,28,Female,12,Kinesthetic,15,Yes,58,100,72,No,Low,23,7,A,PhD,174377.94999999998,21,87,14,True,False,Average
S00571,18,Male,34,Reading/Writing,18,No,63,56,72,Yes,Medium,18,6,C,Bachelor's,72258.0,14,103,14,True,False,Average
S00572,19,Female,6,Visual,17,Yes,83,48,81,Yes,Low,29,10,D,High School,43919.0,23,64,30,True,True,Excellent
S00573,20,Female,12,Auditory,0,No,66,92,66,No,Low,4,10,A,PhD,170702.55,21,28,16,True,True,Excellent
S00574,27,Male,34,Kinesthetic,12,No,72,48,84,No,Medium,22,9,D,High School,47992.0,14,82,16,False,False,Average
S00575,20,Female,43,Visual,1,Yes,64,90,93,Yes,High,19,7,A,Master's,127166.99999999999,11,64,0,True,False,Poor
S00576,24,Male,25,Reading/Writing,18,Yes,95,48,82,Yes,Medium,0,7,D,High School,32829.0,17,21,20,False,True,Average
S00577,22,Other,22,Auditory,19,No,70,47,63,No,Medium,22,6,D,High School,43360.0,18,63,22,False,False,Average
S00578,24,Female,36,Reading/Writing,4,Yes,79,97,63,Yes,High,10,5,A,Master's,102147.59999999999,13,111,2,False,True,Poor
S00579,26,Male,22,Reading/Writing,13,Yes,85,92,84,No,High,3,9,A,PhD,139830.8,18,100,11,True,True,Poor
S00580,25,Male,20,Kinesthetic,20,Yes,52,53,85,Yes,Low,13,4,D,High School,45265.0,19,75,21,True,True,Poor
S00581,26,Male,24,Visual,6,No,87,81,94,Yes,Low,26,7,B,PhD,171210.84999999998,17,86,12,True,False,Average
S00582,19,Female,8,Visual,6,Yes,57,89,66,Yes,Medium,9,6,A,Master's,114874.65,23,138,18,True,False,Average
S00583,22,Male,38,Visual,10,No,80,75,73,Yes,High,0,5,B,PhD,172905.94999999998,13,76,7,True,False,Poor
S00584,21,Female,23,Kinesthetic,4,Yes,97,79,80,Yes,Medium,13,8,B,Master's,115364.54999999999,18,47,13,True,False,Average
S00585,18,Male,28,Reading/Writing,20,No,55,68,72,No,Low,27,10,C,Bachelor's,69130.0,16,89,14,False,False,Excellent
S00586,25,Other,13,Visual,20,No,51,84,51,Yes,Medium,10,8,B,PhD,139158.05,21,63,17,True,False,Average
S00587,28,Female,35,Auditory,4,No,58,73,100,No,Low,7,6,B,Master's,130506.59999999999,14,77,8,True,False,Average
S00588,27,Female,17,Visual,19,Yes,82,53,90,Yes,Medium,12,10,D,High School,24824.0,20,52,22,False,True,Average
S00589,22,Male,16,Reading/Writing,14,Yes,92,75,59,No,High,0,5,B,Master's,105615.99999999999,20,48,18,True,True,Poor
S00590,21,Female,6,Kinesthetic,8,Yes,53,98,92,Yes,High,1,7,A,Master's,128096.2,23,12,17,True,False,Poor
S00591,22,Male,12,Auditory,1,Yes,54,42,80,No,Low,4,8,D,High School,21611.0,21,66,28,True,False,Excellent
S00592,20,Male,19,Auditory,20,Yes,56,70,86,Yes,Medium,23,9,B,PhD,173861.59999999998,19,100,17,True,True,Average
S00593,28,Female,25,Reading/Writing,0,Yes,63,96,75,No,Low,4,7,A,Master's,97575.2,17,46,8,True,True,Average
S00594,28,Male,28,Reading/Writing,17,Yes,55,56,92,No,High,8,4,C,Bachelor's,63843.0,16,18,17,False,True,Poor
S00595,23,Male,27,Auditory,15,No,81,76,93,Yes,Low,25,10,B,Master's,131486.4,16,50,12,True,False,Excellent
S00596,28,Male,41,Kinesthetic,7,Yes,69,59,52,No,Medium,2,6,C,Bachelor's,59341.0,12,94,9,False,False,Average
S00597,26,Female,33,Visual,7,No,79,72,70,Yes,Medium,28,6,B,Master's,92699.2,14,19,10,True,False,Average
S00598,18,Male,34,Reading/Writing,7,Yes,65,41,94,No,Medium,2,6,D,High School,42019.0,14,118,17,False,True,Average
S00599,18,Female,48,Kinesthetic,11,Yes,88,65,89,No,Low,6,7,C,Bachelor's,58801.0,9,50,4,False,False,Average
S00600,20,Female,35,Reading/Writing,8,No,59,77,85,No,High,18,7,B,Master's,110043.49999999999,14,54,7,True,False,Poor
S00601,29,Male,39,Auditory,17,Yes,81,91,91,Yes,High,11,6,A,PhD,140096.44999999998,12,71,2,False,False,Poor
S00602,26,Female,36,Kinesthetic,2,Yes,85,81,62,Yes,Medium,16,5,B,Master's,95617.9,13,135,6,False,True,Poor
S00603,29,Female,38,Auditory,9,Yes,52,71,66,Yes,Medium,20,6,B,Master's,105941.45,13,64,8,True,True,Average
S00604,28,Male,25,Visual,5,Yes,83,76,60,No,Low,16,10,B,Master's,98704.49999999999,17,160,13,True,True,Excellent
S00605,25,Male,29,Reading/Writing,0,Yes,96,44,65,Yes,Medium,6,4,D,High School,42576.0,16,97,19,False,True,Poor
S00606,24,Other,32,Kinesthetic,11,Yes,56,99,85,Yes,High,3,10,A,Master's,132807.75,15,61,4,True,True,Poor
S00607,21,Female,45,Auditory,5,No,92,73,97,Yes,Low,27,5,B,PhD,229581.4,10,66,3,True,False,Poor
S00608,28,Other,49,Auditory,12,No,79,60,80,No,High,3,4,C,Bachelor's,58911.0,9,34,5,False,False,Poor
S00609,18,Female,35,Auditory,19,No,87,90,75,Yes,High,16,10,A,Master's,128489.49999999999,14,61,4,True,False,Poor
S00610,27,Female,19,Visual,10,No,77,45,88,No,Low,30,9,D,High School,43127.0,19,105,23,False,False,Excellent
S00611,19,Male,5,Auditory,2,Yes,67,76,70,Yes,Medium,1,10,B,Master's,97699.4,24,84,23,False,False,Average
S00612,20,Female,9,Reading/Writing,7,Yes,72,84,64,No,Medium,23,6,B,Master's,102406.34999999999,22,43,19,True,False,Average
S00613,19,Female,38,Visual,18,Yes,51,93,80,No,Low,1,9,A,Master's,97526.9,13,54,2,True,True,Excellent
S00614,28,Other,49,Kinesthetic,20,Yes,73,96,97,Yes,Low,11,9,A,Master's,121886.2,9,29,0,True,False,Excellent
S00615,27,Female,22,Reading/Writing,14,Yes,80,79,81,Yes,High,0,9,B,PhD,226980.09999999998,18,64,14,False,True,Poor
S00616,20,Female,29,Kinesthetic,14,No,51,74,87,Yes,Medium,25,8,B,Master's,108441.54999999999,16,111,11,True,False,Average
S00617,18,Female,16,Kinesthetic,16,No,90,80,79,Yes,Medium,20,8,B,Master's,132360.4,20,21,17,True,False,Average
S00618,23,Female,39,Reading/Writing,0,Yes,73,86,72,Yes,Medium,23,7,A,Master's,114673.4,12,101,3,False,True,Average
S00619,21,Male,21,Kinesthetic,18,No,61,48,94,No,Low,6,5,D,High School,21388.0,18,23,22,False,False,Poor
S00620,23,Female,48,Auditory,8,No,91,44,58,Yes,High,0,5,D,High School,42598.0,9,145,10,False,False,Poor
S00621,25,Other,46,Kinesthetic,4,Yes,96,65,89,No,High,4,8,C,Bachelor's,74992.0,10,50,5,False,True,Poor
S00622,27,Female,28,Visual,14,No,79,64,58,Yes,Medium,20,9,C,Bachelor's,74322.0,16,60,15,False,False,Average
S00623,25,Female,18,Reading/Writing,11,Yes,80,80,68,Yes,Medium,2,6,B,Master's,118730.59999999999,19,72,16,True,False,Average
S00624,23,Female,22,Auditory,13,Yes,68,76,89,No,Medium,15,5,B,Master's,130983.84999999999,18,49,15,True,True,Poor
S00625,18,Female,32,Visual,12,No,54,93,73,Yes,Medium,22,8,A,Master's,109160.29999999999,15,71,5,True,False,Average
S00626,29,Male,39,Visual,11,Yes,77,58,75,Yes,Medium,22,6,C,Bachelor's,66503.0,12,34,10,False,True,Average
S00627,26,Male,49,Auditory,15,Yes,56,87,51,Yes,Medium,30,9,A,Master's,97929.4,9,51,0,True,True,Average
S00628,29,Male,49,Kinesthetic,20,Yes,69,54,51,Yes,Low,8,4,D,High School,24626.0,9,178,6,False,True,Poor
S00629,21,Male,17,Reading/Writing,9,No,92,81,89,No,Low,25,5,B,PhD,194785.84999999998,20,102,15,True,False,Poor
S00630,20,Female,14,Auditory,13,Yes,93,62,64,Yes,Medium,21,7,C,Bachelor's,73007.0,21,91,22,True,True,Average
S00631,22,Female,43,Kinesthetic,5,No,96,56,88,No,Low,6,8,C,Bachelor's,52279.0,11,88,9,True,True,Excellent
S00632,24,Male,27,Auditory,4,No,99,95,95,Yes,High,0,4,A,Master's,98576.84999999999,16,62,7,False,False,Poor
S00633,18,Male,35,Reading/Writing,8,No,88,64,87,Yes,Low,24,9,C,Bachelor's,64293.0,14,57,11,False,True,Excellent
S00634,23,Male,35,Reading/Writing,3,Yes,98,83,81,No,High,8,7,B,Master's,100914.79999999999,14,24,6,True,True,Poor
S00635,23,Male,44,Visual,16,Yes,56,92,60,No,High,23,4,A,Master's,93597.34999999999,11,67,0,True,True,Poor
S00636,28,Other,11,Auditory,4,No,91,78,65,No,High,20,6,B,Master's,111621.29999999999,22,64,19,True,False,Poor
S00637,20,Female,45,Auditory,8,Yes,92,68,60,No,Medium,3,8,C,Bachelor's,52388.0,10,163,5,True,True,Average
S00638,28,Female,49,Reading/Writing,18,No,84,66,99,Yes,Low,27,8,C,Bachelor's,53007.0,9,28,3,False,True,Excellent
S00639,22,Female,11,Visual,1,Yes,87,91,69,Yes,Low,5,6,A,PhD,149336.69999999998,22,82,16,True,True,Average
S00640,26,Female,7,Kinesthetic,8,Yes,76,40,86,No,Low,22,8,D,High School,34891.0,23,68,31,False,False,Excellent
S00641,21,Male,36,Reading/Writing,6,No,54,95,82,Yes,Low,8,6,A,Master's,119472.34999999999,13,119,3,True,False,Average
S00642,27,Female,36,Visual,14,Yes,59,64,62,Yes,Medium,5,5,C,Bachelor's,51487.0,13,22,11,False,True,Poor
S00643,26,Female,42,Kinesthetic,1,Yes,96,92,84,Yes,Low,28,8,A,Master's,96962.24999999999,11,103,1,True,True,Excellent
S00644,18,Other,9,Auditory,5,No,61,66,77,No,Medium,17,8,C,Bachelor's,60158.0,22,66,23,False,False,Average
S00645,19,Male,16,Visual,2,Yes,76,65,76,Yes,High,13,8,C,Bachelor's,71543.0,20,115,20,False,True,Poor
S00646,25,Male,33,Kinesthetic,10,No,83,88,98,Yes,High,8,9,A,Master's,136452.09999999998,14,110,6,True,False,Poor
S00647,27,Male,44,Kinesthetic,20,No,64,68,85,Yes,High,1,5,C,Bachelor's,60469.0,11,33,6,False,False,Poor
S00648,18,Male,47,Visual,6,Yes,92,88,76,Yes,Medium,1,7,A,PhD,180739.75,10,64,0,True,True,Average
S00649,23,Female,7,Reading/Writing,3,Yes,96,52,81,Yes,Medium,25,4,D,High School,41498.0,23,118,28,True,True,Poor
S00650,22,Female,31,Reading/Writing,6,Yes,52,86,91,Yes,Medium,12,9,A,PhD,214324.34999999998,15,93,7,True,True,Average
S00651,20,Male,38,Visual,18,Yes,56,52,72,Yes,Low,18,9,D,High School,38286.0,13,111,13,False,False,Excellent
S00652,29,Male,17,Visual,16,No,81,61,100,No,Low,3,10,C,Bachelor's,61626.0,20,117,20,False,True,Excellent
S00653,28,Female,17,Auditory,9,No,74,56,92,No,Low,27,4,C,Bachelor's,70571.0,20,39,22,True,False,Poor
S00654,20,Male,38,Reading/Writing,7,No,87,62,81,Yes,Low,24,4,C,Bachelor's,50944.0,13,62,10,False,False,Poor
S00655,24,Female,47,Reading/Writing,19,Yes,98,100,83,Yes,Medium,9,4,A,PhD,210914.59999999998,10,11,0,True,True,Poor
S00656,27,Male,20,Reading/Writing,18,Yes,78,54,58,No,Medium,17,8,D,High School,44988.0,19,105,21,False,True,Average
S00657,20,Female,13,Auditory,2,Yes,55,49,52,Yes,Low,11,8,D,High School,26376.0,21,118,25,False,False,Excellent
S00658,29,Male,12,Kinesthetic,0,Yes,61,58,62,No,High,26,4,C,Bachelor's,77222.0,21,132,24,False,True,Poor
S00659,21,Other,37,Auditory,14,Yes,55,67,92,No,High,21,4,C,Bachelor's,55516.0,13,89,9,False,True,Poor
S00660,29,Male,26,Kinesthetic,16,Yes,90,63,66,Yes,Low,22,5,C,Bachelor's,61171.0,17,85,16,False,True,Poor
S00661,21,Male,43,Reading/Writing,14,No,78,40,68,Yes,Low,13,5,D,High School,45914.0,11,103,13,False,False,Poor
S00662,21,Female,33,Visual,5,Yes,76,87,77,No,Medium,22,7,A,PhD,144875.84999999998,14,111,6,True,True,Average
S00663,27,Female,6,Visual,2,No,66,55,96,No,Medium,21,5,C,Bachelor's,63476.0,23,71,28,False,False,Poor
S00664,18,Female,42,Reading/Writing,16,Yes,75,96,84,No,Medium,16,6,A,Master's,99792.4,11,80,0,True,False,Average
S00665,19,Male,6,Kinesthetic,10,Yes,62,82,53,Yes,Low,6,4,B,PhD,213245.65,23,84,21,True,True,Poor
S00666,28,Male,39,Kinesthetic,4,Yes,62,50,73,No,Medium,30,6,D,High School,21784.0,12,31,12,False,False,Average
S00667,19,Male,34,Auditory,2,No,63,54,69,Yes,Low,25,10,D,High School,35893.0,14,123,14,False,False,Excellent
S00668,20,Female,27,Visual,10,Yes,89,68,62,No,Low,16,7,C,Bachelor's,71816.0,16,123,14,False,True,Average
S00669,21,Male,40,Visual,5,Yes,69,73,56,Yes,Medium,1,8,B,Master's,115480.7,12,153,6,True,True,Average
S00670,21,Other,5,Kinesthetic,15,Yes,82,69,52,Yes,Low,16,8,C,Bachelor's,50104.0,24,75,24,False,True,Excellent
S00671,20,Other,13,Reading/Writing,9,No,90,86,79,Yes,Medium,3,8,A,Master's,128159.45,21,71,16,False,False,Average
S00672,22,Female,17,Auditory,15,Yes,52,85,60,Yes,Medium,6,7,A,Master's,96168.74999999999,20,148,14,True,True,Average
S00673,21,Female,36,Reading/Writing,2,Yes,88,90,91,Yes,Medium,23,10,A,PhD,153300.75,13,101,4,False,True,Average
S00674,28,Other,31,Reading/Writing,13,Yes,80,65,77,Yes,Medium,2,9,C,Bachelor's,66702.0,15,18,12,True,True,Average
S00675,27,Male,38,Visual,5,No,93,72,81,Yes,Medium,3,6,B,Master's,101653.09999999999,13,68,8,True,False,Average
S00676,20,Male,48,Reading/Writing,20,Yes,74,100,65,Yes,Low,13,9,A,Master's,123895.24999999999,9,58,0,True,True,Excellent
S00677,22,Male,49,Reading/Writing,4,No,57,76,67,No,High,6,7,B,Master's,105972.49999999999,9,66,1,False,True,Poor
S00678,25,Male,37,Auditory,8,Yes,68,47,52,No,Medium,25,10,D,High School,32339.0,13,177,14,False,False,Average
S00679,26,Male,15,Reading/Writing,11,Yes,81,78,81,Yes,High,17,4,B,Master's,94043.54999999999,20,115,17,True,True,Poor
S00680,18,Female,25,Reading/Writing,14,No,79,72,82,No,High,15,5,B,Master's,131308.15,17,14,14,True,False,Poor
S00681,27,Male,30,Auditory,0,Yes,88,84,94,Yes,Medium,11,7,B,PhD,198914.34999999998,15,102,9,False,True,Average
S00682,27,Male,47,Reading/Writing,12,No,60,70,62,No,Low,28,8,B,Master's,120710.9,10,91,3,True,False,Excellent
S00683,20,Male,17,Kinesthetic,18,Yes,87,44,59,Yes,Medium,11,7,D,High School,29103.0,20,133,25,False,True,Average
S00684,19,Female,13,Auditory,18,Yes,50,70,52,Yes,Medium,4,9,B,Master's,96831.15,21,76,20,True,False,Average
S00685,27,Female,16,Kinesthetic,6,Yes,84,46,93,Yes,Low,12,9,D,High School,30964.0,20,25,25,False,True,Excellent
S00686,18,Female,29,Auditory,7,Yes,84,42,76,No,Low,1,7,D,High School,34795.0,16,86,19,False,True,Average
S00687,18,Female,49,Reading/Writing,18,Yes,95,81,80,Yes,Medium,24,8,B,Master's,121515.9,9,25,0,True,True,Average
S00688,24,Male,18,Auditory,5,No,78,56,88,No,Low,9,10,C,Bachelor's,60856.0,19,51,22,False,True,Excellent
S00689,22,Female,6,Auditory,10,No,62,75,82,No,Low,7,7,B,Master's,117651.9,23,33,23,True,False,Average
S00690,29,Female,15,Kinesthetic,4,Yes,69,79,81,No,Medium,20,8,B,Master's,108949.84999999999,20,66,17,True,False,Average
S00691,27,Female,42,Reading/Writing,4,Yes,59,66,88,No,Medium,19,5,C,Bachelor's,76613.0,11,105,7,False,False,Poor
S00692,28,Female,12,Visual,11,No,77,60,86,Yes,High,24,8,C,Bachelor's,68688.0,21,70,24,False,False,Poor
S00693,27,Female,20,Visual,12,Yes,55,99,87,Yes,Medium,30,6,A,PhD,225173.44999999998,19,22,10,False,False,Average
S00694,24,Female,38,Reading/Writing,2,Yes,58,43,55,Yes,Low,19,4,D,High School,32730.0,13,93,15,False,True,Poor
S00695,20,Female,35,Kinesthetic,17,Yes,62,51,79,No,High,3,8,D,High School,24531.0,14,20,14,False,True,Poor
S00696,26,Male,13,Kinesthetic,10,Yes,83,85,87,Yes,Low,21,4,A,Master's,128245.7,21,38,16,True,True,Poor
S00697,22,Male,17,Auditory,10,Yes,93,77,92,No,Medium,18,10,B,Master's,124870.45,20,81,16,False,True,Average
S00698,18,Female,39,Reading/Writing,1,Yes,90,50,78,No,Low,6,10,D,High School,23262.0,12,65,12,False,True,Excellent
S00699,23,Female,29,Reading/Writing,17,No,77,47,57,No,Low,4,5,D,High School,32553.0,16,81,18,False,False,Poor
S00700,24,Male,17,Visual,5,Yes,55,58,59,Yes,Low,4,6,C,Bachelor's,69580.0,20,105,21,False,False,Average
S00701,22,Male,21,Auditory,7,Yes,71,48,50,No,Medium,27,8,D,High School,29706.0,18,64,22,False,True,Average
S00702,18,Other,25,Reading/Writing,16,Yes,69,70,85,Yes,Medium,16,8,B,PhD,159529.15,17,66,14,True,False,Average
S00703,29,Female,24,Auditory,20,Yes,93,89,50,Yes,Medium,4,9,A,PhD,218008.94999999998,17,94,10,True,True,Average
S00704,23,Female,28,Auditory,15,Yes,74,76,72,Yes,Low,9,7,B,Master's,130511.2,16,22,12,True,True,Average
S00705,21,Female,8,Reading/Writing,17,Yes,60,69,69,Yes,High,24,8,C,Bachelor's,69929.0,23,55,23,True,False,Poor
S00706,27,Other,37,Visual,18,Yes,82,95,60,Yes,Medium,26,7,A,Master's,117695.59999999999,13,132,2,True,True,Average
S00707,21,Female,10,Kinesthetic,6,Yes,56,79,72,Yes,Medium,15,10,B,Master's,132994.05,22,61,20,True,True,Average
S00708,28,Female,38,Auditory,8,Yes,63,98,52,No,Medium,8,4,A,Master's,135223.9,13,175,1,True,False,Poor
S00709,21,Female,47,Reading/Writing,11,Yes,56,40,90,No,Medium,29,8,D,High School,37040.0,10,108,11,False,True,Average
S00710,25,Female,11,Visual,1,Yes,91,93,51,No,Medium,17,8,A,PhD,212108.3,22,91,15,True,False,Average
S00711,22,Male,22,Auditory,16,Yes,89,52,58,Yes,Low,6,4,D,High School,37520.0,18,123,21,False,True,Poor
S00712,21,Female,39,Reading/Writing,13,Yes,59,58,57,No,Low,24,10,C,Bachelor's,74441.0,12,96,10,False,True,Excellent
S00713,29,Female,40,Auditory,0,Yes,56,75,72,No,Medium,4,10,B,Master's,137090.34999999998,12,46,6,False,True,Average
S00714,20,Female,26,Visual,9,No,88,59,52,Yes,Medium,20,4,C,Bachelor's,53299.0,17,168,17,False,False,Poor
S00715,18,Male,43,Reading/Writing,13,No,53,95,90,Yes,Low,26,5,A,Master's,101342.59999999999,11,113,0,True,False,Poor
S00716,28,Female,8,Kinesthetic,11,Yes,65,66,75,No,Medium,17,5,C,Bachelor's,56708.0,23,110,24,False,True,Poor
S00717,20,Male,38,Kinesthetic,19,Yes,52,63,58,Yes,High,18,4,C,Bachelor's,67271.0,13,96,10,False,True,Poor
S00718,25,Male,26,Visual,2,Yes,100,71,70,No,Medium,3,7,B,PhD,181708.05,17,68,14,True,False,Average
S00719,26,Female,19,Auditory,12,Yes,99,96,66,Yes,Medium,25,5,A,Master's,120639.59999999999,19,49,11,True,True,Poor
S00720,24,Female,16,Kinesthetic,1,No,59,94,98,Yes,High,16,10,A,PhD,168760.19999999998,20,94,13,True,False,Poor
S00721,25,Female,46,Visual,6,No,53,56,95,Yes,Medium,9,5,C,Bachelor's,79759.0,10,39,8,False,False,Poor
S00722,19,Male,37,Reading/Writing,5,No,78,44,62,No,Low,6,8,D,High School,26664.0,13,49,15,False,True,Excellent
S00723,21,Female,38,Auditory,9,Yes,63,73,70,Yes,Medium,6,5,B,PhD,209702.49999999997,13,21,7,False,True,Poor
S00724,25,Female,11,Kinesthetic,10,Yes,63,76,93,No,Medium,30,6,B,Master's,131053.99999999999,22,10,20,True,False,Average
S00725,25,Male,7,Visual,8,Yes,63,88,84,Yes,Low,10,9,A,Master's,113763.74999999999,23,89,19,True,False,Excellent
S00726,27,Male,37,Kinesthetic,13,Yes,93,76,89,No,Low,26,8,B,Master's,94701.34999999999,13,43,7,True,True,Excellent
S00727,20,Male,6,Kinesthetic,6,Yes,67,44,92,Yes,High,28,5,D,High School,20672.0,23,90,31,True,True,Poor
S00728,29,Male,37,Auditory,10,Yes,88,40,67,No,Low,29,10,D,High School,40582.0,13,31,16,False,False,Excellent
S00729,26,Male,38,Visual,13,Yes,74,55,62,Yes,High,13,8,C,Bachelor's,75140.0,13,73,12,False,False,Poor
S00730,21,Male,48,Auditory,4,Yes,80,46,96,No,Medium,5,5,D,High School,24207.0,9,50,9,False,True,Poor
S00731,29,Female,43,Auditory,20,Yes,91,77,95,No,Low,20,9,B,Master's,110861.15,11,26,3,True,True,Excellent
S00732,20,Male,8,Visual,2,Yes,73,60,69,No,Medium,20,8,C,Bachelor's,50734.0,23,133,26,False,True,Average
S00733,24,Female,35,Visual,4,Yes,86,85,96,Yes,High,17,10,A,PhD,199258.19999999998,14,79,5,True,True,Poor
S00734,19,Female,14,Kinesthetic,2,No,91,77,67,Yes,Medium,1,7,B,PhD,163786.44999999998,21,18,18,True,False,Average
S00735,24,Male,18,Reading/Writing,12,Yes,50,89,53,No,Medium,2,8,A,PhD,198190.99999999997,19,39,13,True,False,Average
S00736,26,Male,45,Reading/Writing,2,Yes,63,61,64,Yes,Medium,23,7,C,Bachelor's,62623.0,10,96,6,False,True,Average
S00737,22,Male,42,Auditory,1,No,85,82,96,Yes,Medium,16,7,B,PhD,229502.05,11,78,3,False,False,Average
S00738,23,Female,10,Kinesthetic,4,No,64,82,81,No,Medium,29,7,B,Master's,131370.25,22,30,19,True,False,Average
S00739,24,Male,10,Auditory,15,No,73,49,66,Yes,Medium,2,8,D,High School,30372.0,22,123,27,True,False,Average
S00740,20,Male,35,Visual,8,Yes,56,98,60,Yes,Low,21,9,A,PhD,150559.15,14,72,2,True,True,Excellent
S00741,21,Male,22,Kinesthetic,13,Yes,86,40,66,Yes,High,17,4,D,High School,30921.0,18,157,24,False,True,Poor
S00742,27,Female,25,Reading/Writing,0,Yes,97,94,87,Yes,Medium,12,4,A,Master's,98352.59999999999,17,60,8,True,False,Poor
S00743,23,Male,12,Reading/Writing,16,Yes,78,80,81,Yes,Low,11,5,B,Master's,97424.54999999999,21,19,19,True,True,Poor
S00744,29,Male,20,Auditory,5,No,79,91,76,Yes,Medium,5,7,A,Master's,135176.75,19,89,12,True,False,Average
S00745,28,Male,9,Auditory,2,No,86,97,76,No,Low,30,5,A,Master's,126309.09999999999,22,26,15,True,True,Poor
S00746,21,Male,11,Visual,19,Yes,74,41,95,Yes,High,4,5,D,High School,49531.0,22,62,28,True,True,Poor
S00747,20,Female,29,Auditory,0,No,56,76,55,Yes,High,30,9,B,Master's,108398.99999999999,16,75,11,True,False,Poor
S00748,26,Other,46,Kinesthetic,1,No,86,55,86,Yes,Medium,15,4,C,Bachelor's,60638.0,10,82,8,False,False,Poor
S00749,20,Male,22,Visual,12,Yes,92,46,90,No,Medium,14,9,D,High School,29242.0,18,80,22,False,True,Average
S00750,19,Male,6,Kinesthetic,1,Yes,94,52,81,No,High,24,6,D,High School,41289.0,23,118,29,False,True,Poor
