Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade
S01395,22,23.9,13.32,77.87,80.67,92.3,7.3,148117.59,20.7,65.7,11.7,4.18,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,92.04,A-
S01396,24,21.5,6.49,71.15,74.29,78.64,6.2,136267.74,17.22,75.2,13.3,3.77,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,91.49,A-
S01397,21,21.0,10.07,69.92,70.55,74.51,8.8,152401.12,18.86,116.7,5.5,3.8,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,90.48,A-
S01398,21,39.0,12.32,88.32,82.0,92.72,7.8,68494.02,17.73,42.9,8.8,3.66,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,89.77,B+
S01399,20,36.6,15.5,84.59,71.36,88.24,6.4,132308.13,12.9,89.2,10.9,4.05,Male,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,92.17,A-
S01400,22,35.0,14.27,84.96,73.33,83.2,7.9,127288.6,11.71,78.7,14.7,3.88,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,88.54,B+
S01401,23,16.8,6.15,63.12,60.08,66.15,7.6,73189.94,13.89,111.8,17.3,4.53,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,75.54,C
S01402,23,17.0,6.17,70.09,59.93,76.62,6.7,109007.29,14.55,125.6,14.2,3.98,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,77.27,C+
S01403,18,27.1,9.43,73.28,72.83,90.81,9.0,70495.79,18.87,19.0,6.3,2.34,Male,Visual,No,No,True,Medium,Some_College_No_Degree,Excellent,85.36,B
S01404,22,35.8,14.36,80.55,83.64,87.32,6.9,142526.85,16.16,72.6,6.8,3.85,Male,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,96.39,A
S01405,22,13.9,5.09,61.1,61.41,72.24,7.7,105500.87,16.96,131.9,12.5,5.53,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,76.46,C
S01406,19,19.7,11.99,64.18,69.18,72.16,9.1,133926.77,17.32,52.6,9.5,3.62,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,86.72,B
S01407,22,35.3,8.86,78.28,88.37,98.31,6.7,98348.86,15.63,62.2,6.0,4.33,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,91.88,A-
S01408,23,11.0,7.36,65.77,57.92,67.18,8.8,106164.28,15.67,117.8,11.8,4.05,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,80.37,B-
S01409,25,10.4,5.01,68.53,62.66,82.08,7.5,155414.79,15.22,112.6,20.7,4.0,Male,Auditory,No,Yes,False,Medium,Bachelors_Degree,Average,85.62,B
S01410,18,26.2,11.94,67.17,65.99,69.67,6.9,90599.61,18.55,88.6,5.7,4.4,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,83.27,B
S01411,19,39.4,11.77,82.61,78.56,90.24,7.9,32243.33,16.89,54.9,7.5,3.67,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,85.07,B
S01412,21,25.3,11.49,73.26,64.63,76.83,7.3,105060.0,16.2,129.8,16.9,4.31,Female,Visual,No,Yes,False,Medium,Associate_Degree,Average,76.76,C
S01413,22,28.1,10.43,80.78,72.19,87.31,7.2,138905.54,15.13,96.0,12.9,2.9,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,90.72,A-
S01414,24,21.1,3.36,73.55,64.88,75.55,7.9,62569.69,13.94,125.8,17.5,4.72,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,72.15,C-
S01415,21,20.2,5.68,65.89,66.95,79.77,7.0,86650.82,17.28,54.0,14.0,4.08,Male,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,83.19,B
S01416,23,36.6,12.35,88.7,88.68,99.22,7.0,120794.86,18.31,66.5,8.4,3.78,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,95.65,A
S01417,22,32.8,13.36,85.94,78.08,87.98,8.2,79364.73,18.94,67.0,6.0,2.71,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,90.17,A-
S01418,21,23.4,12.56,78.25,69.6,84.28,7.6,135898.15,17.32,84.8,19.6,3.79,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,86.08,B
S01419,23,18.9,4.9,73.8,63.09,74.06,6.7,99197.76,14.57,104.7,16.6,3.82,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,80.14,B-
S01420,23,25.7,6.81,72.48,70.83,84.18,6.9,62909.67,14.02,114.4,16.7,4.22,Male,Visual,No,Yes,True,Medium,High_School_Diploma,Average,79.51,C+
S01421,23,18.0,9.77,85.41,65.81,93.55,8.1,104343.43,19.21,74.7,10.8,1.93,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Excellent,89.02,B+
S01422,20,18.9,7.91,71.91,66.47,82.88,8.0,120787.1,16.94,38.8,13.3,3.24,Female,Reading/Writing,No,No,False,Medium,Associate_Degree,Average,86.44,B
S01423,22,37.6,12.82,84.46,79.74,89.84,7.3,164116.83,16.34,95.0,14.4,4.06,Female,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Average,97.1,A
S01424,22,17.3,8.74,63.54,62.47,68.94,7.4,100377.07,15.53,110.1,15.0,4.39,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,81.03,B-
S01425,23,17.9,12.41,70.36,61.67,72.96,6.3,85222.12,15.7,94.2,15.9,4.45,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,80.17,B-
S01426,23,31.6,9.41,72.98,74.3,81.55,6.8,123776.38,15.89,112.6,15.7,3.73,Female,Visual,No,Yes,True,Medium,Associate_Degree,Average,88.45,B+
S01427,23,15.1,9.65,65.9,66.55,75.3,8.1,138461.86,17.9,98.6,12.9,3.86,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,86.68,B
S01428,20,12.7,10.95,62.22,56.17,65.03,8.0,85756.09,18.37,108.0,4.5,4.17,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,79.45,C+
S01429,21,15.5,11.96,66.18,64.4,78.25,8.3,139500.09,18.78,68.7,10.1,3.2,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,88.17,B+
S01430,23,27.9,11.07,71.02,80.08,78.23,8.4,112155.96,16.07,109.0,8.0,2.71,Male,Visual,No,Yes,False,Medium,Associate_Degree,Excellent,87.65,B+
S01431,21,15.0,7.03,66.08,65.07,77.89,7.2,61651.24,18.02,47.1,16.9,3.91,Female,Reading/Writing,No,No,False,High,High_School_Diploma,Average,77.07,C+
S01432,22,23.8,6.98,72.66,69.51,84.27,6.7,88954.06,15.51,75.3,14.8,3.99,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,84.35,B
S01433,23,21.3,8.64,79.63,63.56,83.9,7.4,111381.62,16.83,100.0,12.5,3.98,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.08,B+
S01434,20,25.9,9.33,65.51,68.11,72.96,7.7,60159.22,15.97,77.5,13.6,4.01,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,79.21,C+
S01435,24,18.3,10.06,80.18,64.5,85.52,7.0,109131.85,15.17,133.2,13.3,4.07,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,82.7,B-
S01436,26,33.7,10.91,88.53,78.49,78.85,6.1,105013.09,13.58,136.2,14.3,3.21,Male,Visual,Yes,Yes,False,Low,Associate_Degree,Average,82.91,B-
S01437,19,45.2,10.45,90.55,72.12,98.75,7.6,43026.61,11.43,55.7,11.7,2.76,Male,Kinesthetic,Yes,Yes,True,Low,High_School_Diploma,Average,85.09,B
S01438,18,26.5,13.09,70.02,66.06,80.68,9.0,70060.57,15.32,71.2,12.1,2.54,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Excellent,79.8,C+
S01439,24,30.9,12.33,83.02,80.14,93.58,6.0,115535.11,16.68,51.8,19.4,3.86,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.25,A-
S01440,21,16.2,8.96,64.13,59.25,75.61,8.7,132231.87,15.74,125.7,16.7,3.77,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,77.47,C+
S01441,20,20.9,7.12,70.26,69.92,86.47,7.4,74791.73,18.92,17.5,11.1,3.24,Male,Reading/Writing,No,No,False,Medium,Some_College_No_Degree,Average,83.74,B
S01442,20,14.1,10.86,69.9,61.74,83.29,8.5,121728.18,17.68,80.3,17.0,3.15,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,81.52,B-
S01443,22,20.1,9.74,66.76,67.74,72.42,8.2,81310.66,16.09,93.8,10.3,3.59,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,81.35,B-
S01444,19,32.4,9.7,79.04,62.26,82.11,7.5,48575.82,13.05,71.2,9.5,4.04,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,81.34,B-
S01445,22,38.1,14.43,84.99,91.46,89.42,6.1,118156.62,17.97,56.7,9.2,3.96,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.33,A
S01446,22,26.1,10.02,68.77,72.61,77.71,6.9,152045.84,16.2,127.2,13.0,4.87,Female,Visual,No,Yes,False,High,Bachelors_Degree,Average,84.52,B
S01447,21,17.2,7.04,78.59,59.55,83.61,6.8,100274.45,16.3,100.7,11.7,4.4,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,84.39,B
S01448,23,25.4,10.33,86.62,75.9,88.78,6.6,102684.99,16.2,81.4,10.5,2.81,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,88.94,B+
S01449,25,21.4,12.78,86.24,76.41,93.71,7.3,166462.07,19.9,98.1,17.5,3.21,Female,Reading/Writing,Yes,Yes,False,Low,Masters_Degree,Average,93.46,A
S01450,22,27.9,15.34,87.6,71.13,89.29,7.7,165046.97,16.17,97.5,8.4,3.43,Male,Visual,Yes,Yes,True,Low,Masters_Degree,Average,95.72,A
S01451,21,19.8,9.4,71.52,57.53,66.08,8.2,80979.99,14.9,89.9,12.4,3.11,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,79.09,C+
S01452,25,13.7,7.41,73.9,68.42,84.0,8.1,145548.55,19.8,126.0,11.7,3.62,Male,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,86.64,B
S01453,23,15.9,5.22,71.63,73.08,80.99,9.3,121853.25,17.79,78.2,13.5,2.55,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,85.25,B
S01454,18,32.4,14.09,77.55,67.44,80.4,8.3,93861.51,15.73,57.9,13.8,2.33,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,83.5,B
S01455,24,28.8,9.73,82.8,73.78,80.84,8.0,142947.32,13.7,97.3,12.4,3.43,Other,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,91.11,A-
S01456,27,28.5,12.54,96.81,85.2,101.84,5.7,161474.76,13.94,119.9,12.3,3.93,Male,Visual,Yes,Yes,True,Low,Masters_Degree,Poor,97.09,A
S01457,21,26.1,11.87,80.28,72.21,83.06,8.5,71815.83,19.46,60.1,12.1,1.8,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,83.65,B
S01458,23,20.3,8.99,74.86,64.54,77.05,7.1,95779.85,14.8,125.6,17.8,4.18,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,74.26,C
S01459,23,12.5,10.6,69.77,58.35,76.41,7.4,112659.9,14.96,98.9,19.2,4.35,Other,Auditory,No,Yes,False,High,Associate_Degree,Average,79.77,C+
S01460,23,25.0,10.03,78.55,71.52,80.22,7.3,101030.61,15.5,115.7,13.7,3.06,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,85.3,B
S01461,24,18.7,5.4,66.46,63.54,69.73,6.4,72594.32,14.91,93.9,16.7,4.32,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.98,C+
S01462,25,22.1,9.52,83.29,66.08,85.15,5.9,97907.0,12.49,107.9,18.5,3.78,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Poor,81.75,B-
S01463,21,30.7,19.24,78.21,75.49,76.36,5.8,89032.08,17.34,61.8,4.3,5.56,Male,Visual,Yes,Yes,False,High,Some_College_No_Degree,Poor,89.03,B+
S01464,23,37.0,14.03,90.76,76.84,91.69,4.8,115118.36,11.72,85.2,15.2,4.65,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,89.23,B+
S01465,23,12.8,13.92,64.88,59.11,68.48,8.2,115429.21,18.06,99.1,17.7,3.12,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,79.81,C+
S01466,23,15.8,9.38,72.49,66.58,73.73,8.7,109454.41,17.07,105.2,9.5,2.84,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,83.98,B
S01467,21,28.6,9.6,64.87,64.9,59.3,8.7,107979.81,11.37,99.5,11.4,3.28,Female,Visual,No,Yes,False,High,Associate_Degree,Excellent,81.51,B-
S01468,21,23.7,11.93,73.11,69.58,74.11,8.0,95780.61,17.15,123.2,8.0,4.53,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,77.35,C+
S01469,18,28.7,12.54,74.47,64.74,81.96,8.6,71010.74,16.91,61.6,6.2,2.9,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Excellent,83.53,B
S01470,24,34.4,6.95,76.84,78.7,76.42,6.6,78720.27,13.77,101.9,12.4,3.61,Female,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,86.33,B
S01471,21,29.7,7.49,63.83,67.85,71.98,6.4,99327.49,13.23,137.5,14.2,4.99,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,76.01,C
S01472,22,19.1,9.91,62.83,63.25,64.13,7.4,105153.14,15.43,157.4,13.3,4.97,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,74.68,C
S01473,23,25.6,9.27,69.75,66.79,68.23,6.4,72536.08,11.82,89.7,13.0,4.62,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,79.28,C+
S01474,22,33.2,11.25,82.36,91.54,91.6,9.1,122830.44,19.2,50.2,3.4,2.68,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,94.98,A
S01475,19,26.7,13.62,76.6,64.77,84.85,7.3,90375.43,14.27,63.5,18.3,4.14,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,80.76,B-
S01476,21,29.9,10.45,78.18,68.25,78.25,8.7,91672.56,15.06,100.1,8.7,2.92,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,84.95,B
S01477,20,15.7,9.72,59.26,60.17,66.91,7.9,63935.74,15.24,97.4,14.5,4.35,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,73.73,C
S01478,26,30.7,3.97,94.46,78.02,93.47,8.4,122747.48,14.47,107.5,11.0,1.95,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,92.74,A-
S01479,24,11.7,4.96,63.39,76.15,80.23,9.2,128704.56,20.12,69.4,8.5,3.58,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,87.99,B+
S01480,20,14.7,10.32,63.69,56.89,68.58,8.3,74681.37,15.03,78.8,13.1,3.73,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,75.52,C
S01481,21,15.9,9.87,61.82,69.69,78.98,6.9,107629.73,18.01,92.7,6.2,4.33,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,84.37,B
S01482,22,21.8,8.79,62.71,69.66,73.99,6.6,155168.3,15.47,146.3,16.7,5.13,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,80.63,B-
S01483,20,16.8,10.86,68.86,69.02,84.67,8.7,103762.88,17.4,75.0,5.8,3.64,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,85.42,B
S01484,22,6.5,9.52,64.49,50.34,68.36,10.0,132014.78,16.88,143.2,10.4,4.09,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,76.13,C
S01485,25,18.6,4.67,83.45,72.47,94.79,8.2,133562.06,18.78,73.7,17.8,1.92,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Excellent,90.19,A-
S01486,25,34.5,7.49,91.44,91.89,101.85,6.3,88134.75,16.1,35.3,15.1,2.19,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,93.79,A
S01487,19,28.7,10.36,78.33,64.89,84.02,8.6,54940.51,18.22,76.0,9.3,1.92,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,82.22,B-
S01488,20,24.4,11.81,67.8,61.02,69.05,8.3,39233.41,15.46,107.1,10.1,3.21,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,75.95,C
S01489,23,36.4,10.63,81.32,83.59,87.29,6.9,128398.1,14.61,102.2,12.2,4.0,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,92.15,A-
S01490,18,34.9,14.15,79.02,65.37,83.08,8.1,98454.28,13.49,59.8,12.1,2.56,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,85.26,B
S01491,25,29.4,11.0,84.1,75.82,85.59,6.8,122745.68,14.89,151.3,15.7,2.8,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,85.19,B
S01492,22,19.2,8.63,75.8,58.1,72.99,7.4,26574.43,12.42,88.5,15.1,3.85,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,74.22,C
S01493,25,33.3,7.51,87.26,80.0,95.58,5.8,137103.34,12.13,118.4,14.7,3.93,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Poor,92.65,A-
S01494,21,16.1,11.67,74.01,56.01,70.18,7.9,87051.86,16.74,117.8,14.0,3.99,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,77.7,C+
S01495,20,19.4,8.99,63.89,62.95,73.06,7.9,97799.1,14.9,59.1,11.1,3.62,Male,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,82.24,B-
S01496,22,28.0,12.22,69.08,74.52,77.8,6.1,132556.48,16.72,120.1,13.0,4.88,Male,Visual,No,Yes,False,High,Bachelors_Degree,Average,83.58,B
S01497,20,19.8,9.05,70.35,61.56,80.87,8.9,113538.43,15.87,84.4,14.5,2.86,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,83.75,B
S01498,23,25.7,10.87,81.28,74.58,86.47,7.6,95047.34,15.53,94.7,8.0,2.99,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.42,B
S01499,21,23.7,7.5,76.01,62.66,77.33,9.2,91415.2,14.62,79.6,7.9,2.79,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,84.72,B
S01500,21,22.9,12.12,68.57,60.54,71.1,7.3,40897.38,14.4,98.9,12.0,4.59,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,76.24,C
S01501,24,5.0,8.61,63.71,54.14,67.06,8.8,107999.07,19.42,111.3,12.8,3.5,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,78.27,C+
S01502,21,18.6,14.07,76.39,59.83,81.73,7.5,130413.41,16.42,66.4,14.6,4.08,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,87.76,B+
S01503,22,23.0,7.72,70.99,68.4,81.73,6.8,116894.29,14.73,89.2,14.5,4.02,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,85.31,B
S01504,24,24.4,12.68,81.69,78.98,83.1,7.4,104171.95,16.03,39.3,9.8,3.49,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,90.03,A-
S01505,19,20.3,10.31,56.47,59.88,57.71,9.1,70841.67,14.89,94.6,10.6,3.69,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,75.78,C
S01506,23,18.9,8.08,69.78,70.97,84.36,7.2,108616.77,15.18,73.7,13.7,4.68,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.84,B
S01507,24,32.8,6.74,78.26,84.57,90.8,6.1,102072.24,15.71,51.4,13.9,3.55,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.15,A-
S01508,27,28.4,10.69,85.49,79.45,79.96,6.3,79062.24,15.18,132.2,11.4,3.66,Male,Visual,Yes,Yes,False,Low,Some_College_No_Degree,Average,80.76,B-
S01509,23,10.8,2.29,62.82,56.9,66.57,9.2,104573.83,15.88,117.8,14.3,3.47,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,80.09,B-
S01510,22,13.7,6.42,63.52,64.93,75.84,8.2,150454.33,19.7,97.5,14.9,3.3,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,87.17,B+
S01511,22,27.9,6.77,73.75,76.38,80.01,8.9,53618.58,14.32,93.4,12.5,3.1,Male,Visual,No,Yes,True,Medium,High_School_Diploma,Excellent,79.84,C+
S01512,21,23.9,12.8,83.33,78.76,95.51,7.4,127104.62,19.2,52.6,9.4,3.5,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,91.21,A-
S01513,22,29.3,11.11,82.52,83.3,89.72,7.6,98533.45,19.26,45.6,9.4,2.31,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,89.1,B+
S01514,21,45.6,15.67,91.79,90.92,101.26,5.9,82444.85,15.86,49.5,7.9,4.54,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,94.71,A
S01515,23,24.7,13.05,67.58,68.98,67.57,6.0,109179.38,14.97,158.4,13.6,4.99,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,77.05,C+
S01516,22,16.7,9.86,70.51,65.39,77.59,7.6,105884.17,18.62,94.9,9.9,3.99,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,84.31,B
S01517,20,14.6,9.74,61.8,57.98,64.54,9.2,103279.9,18.84,105.5,7.3,3.81,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,81.39,B-
S01518,21,28.9,10.06,72.05,71.52,81.61,6.7,50833.04,14.86,114.0,10.8,3.8,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,80.65,B-
S01519,20,38.0,7.65,81.38,79.91,92.72,6.2,57044.51,15.93,58.0,7.8,3.78,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,88.75,B+
S01520,22,16.2,5.74,68.6,62.5,71.01,8.7,81646.36,16.29,108.2,10.3,3.48,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.38,B-
S01521,24,17.0,8.37,61.15,65.39,64.24,5.4,78731.92,15.84,142.0,12.4,5.78,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Poor,73.91,C
S01522,20,24.4,16.3,71.28,71.26,79.49,7.7,77224.88,19.01,39.1,9.5,3.43,Other,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,84.55,B
S01523,24,22.4,9.93,71.94,80.29,83.65,7.9,132752.2,18.34,62.0,11.3,3.95,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,92.28,A-
S01524,24,13.8,5.27,72.95,62.11,75.66,8.5,75022.99,15.12,84.7,17.1,3.39,Female,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Excellent,78.1,C+
S01525,20,18.2,8.31,74.54,60.08,83.51,9.3,100178.5,17.17,110.8,9.4,3.37,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,83.98,B
S01526,23,37.7,13.79,83.14,85.75,82.4,6.1,127553.65,14.73,95.5,5.5,3.96,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.47,A
S01527,21,20.7,7.73,59.76,62.69,70.82,7.3,123240.41,15.15,129.5,18.2,4.71,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,74.93,C
S01528,25,13.4,7.3,72.22,65.9,80.03,7.7,86626.69,17.37,78.2,18.0,3.69,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Average,81.08,B-
S01529,23,17.7,12.01,66.8,61.12,71.18,6.5,86694.58,15.25,136.3,15.2,5.26,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,73.8,C
S01530,19,19.7,8.86,64.57,51.05,58.84,8.8,74677.62,12.86,135.1,7.0,3.87,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,71.04,C-
S01531,20,33.7,11.16,80.12,69.79,87.47,8.1,96495.48,15.22,76.7,11.7,3.21,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,87.18,B+
S01532,21,26.9,12.44,75.55,69.02,78.75,6.6,76088.44,14.91,95.8,10.9,3.91,Other,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,82.16,B-
S01533,20,26.3,8.09,69.76,64.12,75.91,7.8,84943.69,15.3,117.1,16.2,4.83,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,79.52,C+
S01534,22,26.8,9.15,75.9,72.69,89.15,7.5,112144.1,13.91,84.6,13.6,3.44,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,87.14,B+
S01535,22,28.6,10.64,80.16,70.0,82.92,8.9,147762.14,14.79,142.1,12.3,2.64,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,86.81,B
S01536,20,40.0,15.68,79.32,76.11,86.91,6.1,84386.91,14.82,77.4,10.6,4.5,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.54,B+
S01537,22,17.6,8.36,65.67,66.34,82.67,6.3,124868.99,15.72,104.9,16.7,3.97,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,83.33,B
S01538,24,35.3,16.44,86.45,89.17,85.77,6.8,173814.08,20.24,96.5,7.9,4.01,Male,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Average,99.58,A
S01539,24,29.0,11.52,80.23,74.13,78.98,6.6,81167.7,13.13,44.0,18.2,3.32,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,83.88,B
S01540,23,17.1,5.49,68.2,59.75,74.25,8.7,98295.03,11.85,146.5,13.4,4.32,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,71.87,C-
S01541,20,30.1,13.55,73.2,63.79,76.66,7.3,69856.89,11.07,104.7,12.0,4.38,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,78.08,C+
S01542,21,19.5,13.56,68.48,59.37,72.17,8.6,109398.88,12.41,99.6,12.1,3.76,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,82.12,B-
S01543,23,22.9,4.23,71.72,70.08,70.95,6.7,100227.57,15.68,112.1,20.9,4.47,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,80.97,B-
