age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;label
27.0;Self-emp-not-inc;208577.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
46.0;Private;471990.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;Black;Male;0.0;0.0;46.0;United-States;>50K
57.0;State-gov;32694.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
50.0;Private;63000.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
43.0;Private;106760.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0.0;0.0;50.0;Canada;>50K
54.0;Self-emp-inc;96460.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;7688.0;0.0;60.0;United-States;>50K
40.0;State-gov;182460.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Wife;Asian-Pac-Islander;Female;0.0;0.0;38.0;China;>50K
22.0;Private;231053.0;11th;7.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;70.0;United-States;>50K
62.0;Self-emp-not-inc;71467.0;Bachelors;13.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;55.0;United-States;>50K
43.0;Local-gov;209544.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;White;Female;10520.0;0.0;50.0;United-States;>50K
37.0;Self-emp-not-inc;352882.0;HS-grad;9.0;Divorced;Exec-managerial;Not-in-family;Asian-Pac-Islander;Female;0.0;0.0;70.0;South;>50K
64.0;Private;134378.0;Masters;14.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
41.0;State-gov;365986.0;HS-grad;9.0;Divorced;Protective-serv;Not-in-family;White;Male;0.0;0.0;40.0;United-States;>50K
32.0;Private;192039.0;Assoc-voc;11.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;0.0;40.0;United-States;>50K
45.0;Private;380922.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
59.0;Private;174864.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;1485.0;45.0;United-States;>50K
42.0;Private;196029.0;Bachelors;13.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;48.0;United-States;>50K
41.0;Private;225892.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;48.0;United-States;>50K
31.0;Private;113543.0;Some-college;10.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
47.0;Private;280798.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
52.0;Local-gov;108083.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
33.0;State-gov;400943.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
36.0;Private;411797.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;White;Female;0.0;0.0;35.0;United-States;>50K
39.0;Private;322143.0;12th;8.0;Married-civ-spouse;Transport-moving;Husband;White;Male;15024.0;0.0;70.0;United-States;>50K
44.0;Self-emp-inc;456236.0;Some-college;10.0;Divorced;Sales;Own-child;White;Male;0.0;0.0;45.0;United-States;>50K
46.0;Private;241935.0;11th;7.0;Married-civ-spouse;Other-service;Husband;Black;Male;7688.0;0.0;40.0;United-States;>50K
43.0;Private;339767.0;Some-college;10.0;Married-civ-spouse;Other-service;Wife;White;Female;0.0;0.0;20.0;England;>50K
43.0;Private;191196.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;55.0;United-States;>50K
52.0;Self-emp-inc;334273.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999.0;0.0;65.0;United-States;>50K
32.0;Private;204742.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
53.0;Private;82646.0;Doctorate;16.0;Divorced;Exec-managerial;Not-in-family;White;Female;0.0;0.0;55.0;United-States;>50K
39.0;Private;195253.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
51.0;Private;108435.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;47.0;United-States;>50K
47.0;Private;144351.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
46.0;Private;428405.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
42.0;Private;175943.0;Assoc-voc;11.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;7298.0;0.0;35.0;United-States;>50K
47.0;Private;149700.0;Bachelors;13.0;Married-civ-spouse;Tech-support;Husband;White;Male;15024.0;0.0;40.0;United-States;>50K
50.0;Private;124963.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999.0;0.0;55.0;United-States;>50K
31.0;Private;467579.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0.0;1887.0;40.0;United-States;>50K
59.0;Local-gov;176118.0;Masters;14.0;Divorced;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;United-States;>50K
52.0;Self-emp-not-inc;194995.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;15024.0;0.0;55.0;United-States;>50K
43.0;Private;427382.0;Masters;14.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;50.0;United-States;>50K
57.0;Self-emp-not-inc;24473.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
60.0;Private;131681.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
27.0;Private;221366.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103.0;0.0;50.0;United-States;>50K
57.0;Self-emp-inc;244605.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
57.0;Private;136107.0;9th;5.0;Married-civ-spouse;Craft-repair;Husband;Black;Male;0.0;0.0;40.0;United-States;>50K
39.0;Private;123945.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0.0;0.0;40.0;United-States;>50K
40.0;Private;408717.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
64.0;Local-gov;84737.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;0.0;0.0;35.0;United-States;>50K
70.0;Self-emp-not-inc;36311.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;20051.0;0.0;35.0;United-States;>50K
37.0;Self-emp-not-inc;265266.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;Cuba;>50K
34.0;Self-emp-not-inc;319165.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
47.0;Self-emp-inc;201699.0;Assoc-acdm;12.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
38.0;Private;193961.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;Philippines;>50K
43.0;Federal-gov;214541.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
45.0;Private;301802.0;Bachelors;13.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
39.0;Local-gov;203482.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;7298.0;0.0;40.0;United-States;>50K
55.0;State-gov;153451.0;HS-grad;9.0;Married-civ-spouse;Tech-support;Wife;White;Female;0.0;1887.0;40.0;United-States;>50K
51.0;Private;163948.0;Assoc-voc;11.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
53.0;Private;288353.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
48.0;Private;121124.0;Some-college;10.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
42.0;Private;240628.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;40.0;United-States;>50K
41.0;Private;143003.0;Assoc-voc;11.0;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;7298.0;0.0;60.0;India;>50K
42.0;Self-emp-inc;27187.0;Masters;14.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
32.0;Private;209691.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;42.0;United-States;>50K
65.0;Private;101104.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;9386.0;0.0;10.0;United-States;>50K
46.0;Private;70754.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
36.0;Private;183902.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;0.0;4.0;United-States;>50K
47.0;Local-gov;193012.0;Masters;14.0;Divorced;Protective-serv;Not-in-family;Black;Male;0.0;0.0;50.0;United-States;>50K
48.0;Private;143098.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;0.0;1902.0;40.0;China;>50K
71.0;Private;182395.0;Bachelors;13.0;Never-married;Craft-repair;Not-in-family;White;Male;11678.0;0.0;45.0;United-States;>50K
43.0;Private;74581.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;48.0;United-States;>50K
40.0;Private;146908.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
54.0;Private;93605.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1848.0;40.0;United-States;>50K
40.0;Private;195394.0;Assoc-acdm;12.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688.0;0.0;40.0;United-States;>50K
45.0;Private;82797.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
39.0;Federal-gov;30916.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;1902.0;50.0;United-States;>50K
36.0;Private;174938.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1887.0;50.0;United-States;>50K
48.0;Private;276664.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1902.0;50.0;United-States;>50K
58.0;Private;142924.0;Masters;14.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;24.0;United-States;>50K
57.0;Private;548256.0;12th;8.0;Married-civ-spouse;Transport-moving;Husband;Black;Male;7688.0;0.0;40.0;United-States;>50K
41.0;Private;331651.0;Prof-school;15.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;50.0;Japan;>50K
54.0;Private;169719.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;3103.0;0.0;40.0;United-States;>50K
44.0;Private;310255.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
31.0;Private;84130.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
50.0;Local-gov;226497.0;Some-college;10.0;Married-civ-spouse;Protective-serv;Husband;White;Male;0.0;0.0;52.0;United-States;>50K
36.0;Private;166549.0;Bachelors;13.0;Divorced;Adm-clerical;Not-in-family;White;Male;0.0;0.0;55.0;United-States;>50K
58.0;Self-emp-not-inc;196403.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;10.0;United-States;>50K
47.0;Private;323798.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024.0;0.0;55.0;United-States;>50K
45.0;Private;167187.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;United-States;>50K
47.0;Private;155659.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;7688.0;0.0;55.0;United-States;>50K
63.0;Private;250068.0;12th;8.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
66.0;Private;196674.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;15.0;United-States;>50K
41.0;Private;171546.0;Bachelors;13.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
53.0;Self-emp-not-inc;145419.0;1st-4th;2.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;7688.0;0.0;67.0;Italy;>50K
50.0;Private;204447.0;Masters;14.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024.0;0.0;65.0;United-States;>50K
58.0;Federal-gov;244830.0;Bachelors;13.0;Separated;Prof-specialty;Not-in-family;White;Male;4787.0;0.0;40.0;United-States;>50K
48.0;Private;108557.0;Bachelors;13.0;Married-civ-spouse;Tech-support;Wife;White;Female;99999.0;0.0;40.0;United-States;>50K
34.0;Private;243165.0;Bachelors;13.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;30.0;United-States;>50K
33.0;Self-emp-not-inc;272359.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;7298.0;0.0;80.0;United-States;>50K
30.0;Private;328242.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;Hong;>50K
44.0;Private;377018.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
31.0;Private;178623.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;Black;Female;14084.0;0.0;60.0;United-States;>50K
44.0;Self-emp-inc;352971.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
57.0;Self-emp-inc;199768.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1902.0;30.0;United-States;>50K
39.0;Private;198654.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;0.0;2415.0;67.0;India;>50K
58.0;Self-emp-not-inc;450544.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
44.0;Private;320984.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
56.0;Self-emp-inc;24127.0;Assoc-voc;11.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;54.0;United-States;>50K
32.0;Private;317378.0;Bachelors;13.0;Never-married;Exec-managerial;Own-child;White;Female;10520.0;0.0;40.0;United-States;>50K
47.0;State-gov;199512.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
62.0;Private;226733.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
25.0;Local-gov;334267.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
33.0;Private;169496.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
35.0;Private;185556.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1887.0;40.0;United-States;>50K
53.0;Federal-gov;84278.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;48.0;United-States;>50K
36.0;Private;185405.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
43.0;Private;154076.0;Some-college;10.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
54.0;Private;167552.0;1st-4th;2.0;Married-civ-spouse;Craft-repair;Husband;Black;Male;0.0;0.0;40.0;Haiti;>50K
40.0;Private;107306.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
26.0;Private;210714.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;52.0;United-States;>50K
51.0;Self-emp-inc;124963.0;Masters;14.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
47.0;Local-gov;183486.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;0.0;50.0;United-States;>50K
29.0;Private;137476.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;0.0;35.0;United-States;>50K
43.0;Private;397280.0;Assoc-acdm;12.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;50.0;United-States;>50K
39.0;Private;150061.0;Masters;14.0;Divorced;Exec-managerial;Unmarried;Black;Female;15020.0;0.0;60.0;United-States;>50K
56.0;Self-emp-not-inc;62539.0;11th;7.0;Widowed;Other-service;Unmarried;White;Female;0.0;0.0;65.0;Greece;>50K
30.0;Private;116138.0;Bachelors;13.0;Never-married;Exec-managerial;Not-in-family;White;Male;27828.0;0.0;60.0;United-States;>50K
46.0;Private;269045.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;Black;Male;0.0;0.0;40.0;United-States;>50K
33.0;Private;217460.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
55.0;Private;349910.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
37.0;Self-emp-not-inc;607848.0;Bachelors;13.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
46.0;Private;156926.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
34.0;Private;55717.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;1848.0;50.0;United-States;>50K
59.0;State-gov;192258.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
34.0;Private;261799.0;Assoc-voc;11.0;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0.0;0.0;45.0;United-States;>50K
47.0;Private;156926.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;Canada;>50K
39.0;Private;216256.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;60.0;Italy;>50K
28.0;Private;192384.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
49.0;Private;43348.0;Masters;14.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;United-States;>50K
26.0;Private;116991.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
69.0;State-gov;50468.0;Prof-school;15.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;34.0;United-States;>50K
36.0;Private;415578.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
47.0;Federal-gov;96854.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
35.0;Private;216473.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
50.0;Private;43764.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024.0;0.0;50.0;United-States;>50K
48.0;Local-gov;144122.0;Masters;14.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;United-States;>50K
45.0;Private;168038.0;Bachelors;13.0;Divorced;Sales;Not-in-family;White;Male;0.0;0.0;60.0;United-States;>50K
70.0;Self-emp-not-inc;37203.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;9386.0;0.0;30.0;United-States;>50K
40.0;Private;346189.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
62.0;Private;266624.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;6418.0;0.0;40.0;United-States;>50K
32.0;Local-gov;199539.0;Some-college;10.0;Married-civ-spouse;Protective-serv;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
64.0;Private;212838.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;65.0;United-States;>50K
40.0;Private;187702.0;Some-college;10.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;50.0;United-States;>50K
32.0;Private;447066.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;Black;Male;15024.0;0.0;50.0;United-States;>50K
25.0;Private;212793.0;Assoc-acdm;12.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;50.0;United-States;>50K
39.0;Private;262841.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
36.0;Private;225516.0;Assoc-acdm;12.0;Never-married;Sales;Not-in-family;Black;Male;10520.0;0.0;43.0;United-States;>50K
50.0;Private;128143.0;Bachelors;13.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;1887.0;50.0;United-States;>50K
59.0;Private;81929.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;2415.0;45.0;United-States;>50K
37.0;Private;73715.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
39.0;Local-gov;193815.0;Some-college;10.0;Married-civ-spouse;Protective-serv;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
46.0;Self-emp-not-inc;353012.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1902.0;50.0;United-States;>50K
55.0;Self-emp-not-inc;141807.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
40.0;Self-emp-not-inc;237293.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;15024.0;0.0;40.0;United-States;>50K
43.0;Private;171841.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
43.0;State-gov;164790.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;Black;Male;0.0;0.0;50.0;United-States;>50K
45.0;Self-emp-not-inc;160724.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0.0;0.0;45.0;China;>50K
39.0;Private;99527.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
35.0;Private;225860.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
54.0;Private;343242.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
38.0;Private;207568.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;5178.0;0.0;40.0;United-States;>50K
45.0;Federal-gov;201127.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;56.0;United-States;>50K
58.0;Self-emp-inc;182062.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;24.0;United-States;>50K
48.0;Private;107231.0;Prof-school;15.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999.0;0.0;50.0;United-States;>50K
37.0;Private;38948.0;HS-grad;9.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
53.0;Federal-gov;177647.0;HS-grad;9.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;40.0;France;>50K
44.0;Private;54310.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;7298.0;0.0;40.0;United-States;>50K
37.0;Self-emp-inc;51264.0;Assoc-voc;11.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
50.0;Private;185407.0;Assoc-voc;11.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;38.0;United-States;>50K
27.0;Private;131310.0;HS-grad;9.0;Married-civ-spouse;Other-service;Wife;White;Female;0.0;0.0;40.0;United-States;>50K
68.0;Self-emp-inc;182131.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;10605.0;0.0;20.0;United-States;>50K
56.0;Private;178353.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
58.0;Private;160662.0;10th;6.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
39.0;Private;134367.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0.0;1977.0;24.0;United-States;>50K
51.0;Private;673764.0;Assoc-voc;11.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
51.0;Private;289572.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;7688.0;0.0;50.0;United-States;>50K
53.0;Local-gov;131258.0;Prof-school;15.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;50.0;United-States;>50K
25.0;Private;264012.0;Bachelors;13.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
26.0;Private;100147.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;45.0;United-States;>50K
46.0;Private;208872.0;Assoc-voc;11.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
41.0;State-gov;33126.0;Bachelors;13.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
47.0;Private;119939.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
47.0;Private;175958.0;Prof-school;15.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
45.0;Private;174533.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;White;Male;7298.0;0.0;50.0;United-States;>50K
48.0;Self-emp-inc;81513.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
28.0;Self-emp-not-inc;33363.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;70.0;United-States;>50K
52.0;Private;110954.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;45.0;El-Salvador;>50K
